,Date,Day,startTime,endTime,totalTime,attendance,homeTeam,awayTeam,gameType,homeScore,awayScore,winner,loser
0,October 5 2019,Saturday,1900-01-01 14:05:00,1900-01-01 16:12:00,127,188,Boston College,New Brunswick,Exhibition Game,4,2,Home Team,Away Team
1,October 5 2019,Saturday,1900-01-01 16:00:00,1900-01-01 18:34:00,154,3030,Providence,Maine,Hockey East Conference Game,7,0,Home Team,Away Team
2,October 5 2019,Saturday,1900-01-01 16:00:00,1900-01-01 18:30:00,150,2088,Union,Boston University,Non-Conference Game,3,7,Away Team,Home Team
3,October 5 2019,Saturday,1900-01-01 16:05:00,1900-01-01 18:36:00,151,500,Niagara,Ryerson,Exhibition Game,4,3,Home Team,Away Team
4,October 5 2019,Saturday,1900-01-01 16:00:00,1900-01-01 18:14:00,134,1937,Rensselaer,Brock,Exhibition Game,6,3,Home Team,Away Team
5,October 5 2019,Saturday,1900-01-01 18:00:00,1900-01-01 20:20:00,140,4207,UMass Lowell,Alabama Huntsville,Non-Conference Game,5,1,Home Team,Away Team
6,October 5 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:12:00,132,2643,Clarkson,Royal Military,Exhibition Game,7,0,Home Team,Away Team
7,October 5 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:15:00,135,847,USA Under-18 Team,Northern Michigan,Exhibition Game,1,4,Away Team,Home Team
8,October 5 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,2782,Western Michigan,Northern Alberta IT,Exhibition Game,6,1,Home Team,Away Team
9,October 5 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:30:00,145,649,Robert Morris,Michigan Tech,Non-Conference Game,1,2,Away Team,Home Team
10,October 5 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:43:00,158,703,Sacred Heart,UConn,Non-Conference Game,3,3,Tie,Tie
11,October 5 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:24:00,139,482,Holy Cross,Simon Fraser,Exhibition Game,9,0,Home Team,Away Team
12,October 5 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:25:00,140,3656,Vermont,Guelph,Exhibition Game,6,1,Home Team,Away Team
13,October 5 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:35:00,148,1860,Lake Superior State,Merrimack,Non-Conference Game,6,2,Home Team,Away Team
14,October 5 2019,Saturday,1900-01-01 18:07:00,1900-01-01 20:25:00,138,2951,Minnesota State,Mount Royal,Exhibition Game,5,2,Home Team,Away Team
15,October 5 2019,Saturday,1900-01-01 19:30:00,1900-01-01 21:51:00,141,2278,Colgate,RIT,Non-Conference Game,1,3,Away Team,Home Team
16,October 5 2019,Saturday,1900-01-01 18:07:00,1900-01-01 20:24:00,137,2769,Colorado College,Trinity Western,Exhibition Game,4,1,Home Team,Away Team
17,October 5 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,4883,Minnesota Duluth,Alberta,Exhibition Game,3,5,Away Team,Home Team
18,October 5 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:23:00,136,11760,North Dakota,Manitoba,Exhibition Game,5,1,Home Team,Away Team
19,October 5 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:28:00,143,924,Arizona State,Mercyhurst,Non-Conference Game,2,3,Away Team,Home Team
20,October 5 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:24:00,137,1511,Alaska,Denver,Non-Conference Game,3,4,Away Team,Home Team
21,October 6 2019,Sunday,1900-01-01 13:07:00,1900-01-01 15:14:00,127,1236,Penn State,Ottawa,Exhibition Game,5,0,Home Team,Away Team
22,October 6 2019,Sunday,1900-01-01 14:00:00,1900-01-01 16:44:00,164,1276,Ferris State,Waterloo,Exhibition Game,2,2,Tie,Tie
23,October 6 2019,Sunday,1900-01-01 15:05:00,1900-01-01 17:18:00,133,444,Robert Morris,Michigan Tech,Non-Conference Game,0,7,Away Team,Home Team
24,October 6 2019,Sunday,1900-01-01 15:05:00,1900-01-01 17:30:00,145,200,Sacred Heart,Simon Fraser,Exhibition Game,6,1,Home Team,Away Team
25,October 6 2019,Sunday,1900-01-01 16:05:00,1900-01-01 18:20:00,135,1502,UMass Lowell,Alabama Huntsville,Non-Conference Game,3,1,Home Team,Away Team
26,October 6 2019,Sunday,1900-01-01 16:00:00,1900-01-01 18:22:00,142,2903,Maine,New Brunswick,Exhibition Game,0,5,Away Team,Home Team
27,October 6 2019,Sunday,1900-01-01 16:05:00,1900-01-01 18:39:00,154,1234,Quinnipiac,Brock,Exhibition Game,4,4,Tie,Tie
28,October 6 2019,Sunday,1900-01-01 16:00:00,1900-01-01 18:21:00,141,4855,Michigan,Windsor,Exhibition Game,8,2,Home Team,Away Team
29,October 6 2019,Sunday,1900-01-01 16:00:00,1900-01-01 18:19:00,139,622,USA Under-18 Team,Notre Dame,Exhibition Game,1,4,Away Team,Home Team
30,October 6 2019,Sunday,1900-01-01 16:05:00,1900-01-01 18:31:00,146,1541,Army West Point,Union,Non-Conference Game,3,2,Home Team,Away Team
31,October 6 2019,Sunday,1900-01-01 17:00:00,1900-01-01 19:32:00,152,2507,Miami,Bowling Green,Non-Conference Game,4,7,Away Team,Home Team
32,October 6 2019,Sunday,1900-01-01 17:00:00,1900-01-01 19:20:00,140,2809,Ohio State,Western Ontario,Exhibition Game,5,2,Home Team,Away Team
33,October 6 2019,Sunday,1900-01-01 17:00:00,1900-01-01 19:29:00,149,2817,New Hampshire,Guelph,Exhibition Game,4,3,Home Team,Away Team
34,October 6 2019,Sunday,1900-01-01 17:07:00,1900-01-01 19:32:00,145,1435,Lake Superior State,Merrimack,Non-Conference Game,4,3,Home Team,Away Team
35,October 6 2019,Sunday,1900-01-01 15:00:00,1900-01-01 17:32:00,152,815,Arizona State,Mercyhurst,Non-Conference Game,6,4,Home Team,Away Team
36,October 6 2019,Sunday,1900-01-01 17:00:00,1900-01-01 19:20:00,140,6482,Minnesota,Mount Royal,Exhibition Game,2,2,Tie,Tie
37,October 6 2019,Sunday,1900-01-01 17:07:00,1900-01-01 19:22:00,135,3491,St. Cloud State,Alberta,Exhibition Game,4,2,Home Team,Away Team
38,October 6 2019,Sunday,1900-01-01 17:05:00,1900-01-01 19:30:00,145,1506,Air Force,Trinity Western,Exhibition Game,8,0,Home Team,Away Team
39,October 6 2019,Sunday,1900-01-01 17:07:00,1900-01-01 19:24:00,137,1028,Alaska,Denver,Non-Conference Game,0,3,Away Team,Home Team
40,October 7 2019,Monday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,2500,Michigan State,Western Ontario,Exhibition Game,6,1,Home Team,Away Team
41,October 7 2019,Monday,1900-01-01 19:07:00,1900-01-01 21:50:00,163,1875,Omaha,Manitoba,Exhibition Game,3,3,Tie,Tie
42,October 8 2019,Tuesday,1900-01-01 19:07:00,1900-01-01 21:17:00,130,1058,Ferris State,USA Under-18 Team,Exhibition Game,5,1,Home Team,Away Team
43,October 10 2019,Thursday,1900-01-01 19:07:00,1900-01-01 21:11:00,124,1129,Ferris State,Colgate,Non-Conference Game,3,1,Home Team,Away Team
44,October 11 2019,Friday,1900-01-01 17:00:00,1900-01-01 19:55:00,175,0,Ohio State,Western Michigan,Non-Conference Game,2,2,Tie,Tie
45,October 11 2019,Friday,1900-01-01 19:02:00,1900-01-01 21:21:00,139,6172,Boston College,Wisconsin,Non-Conference Game,5,3,Home Team,Away Team
46,October 11 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:33:00,153,2975,Maine,Alaska Anchorage,Non-Conference Game,7,1,Home Team,Away Team
47,October 11 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:30:00,143,6062,Penn State,Sacred Heart,Non-Conference Game,8,2,Home Team,Away Team
48,October 11 2019,Friday,1900-01-01 19:17:00,1900-01-01 21:27:00,130,2823,Quinnipiac,American International,Non-Conference Game,3,2,Home Team,Away Team
49,October 11 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:18:00,138,1740,Union,Northeastern,Non-Conference Game,1,2,Away Team,Home Team
50,October 11 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:28:00,148,3628,Massachusetts,Rensselaer,Non-Conference Game,5,3,Home Team,Away Team
51,October 11 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:21:00,136,501,Robert Morris,Bentley,Atlantic Hockey Conference Game,3,0,Home Team,Away Team
52,October 11 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:26:00,141,578,Mercyhurst,St. Lawrence,Non-Conference Game,3,2,Home Team,Away Team
53,October 11 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:25:00,140,1571,Miami,New Hampshire,Non-Conference Game,2,6,Away Team,Home Team
54,October 11 2019,Friday,1900-01-01 19:10:00,1900-01-01 21:36:00,146,4977,Notre Dame,Air Force,Non-Conference Game,4,3,Home Team,Away Team
55,October 11 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:26:00,141,2029,UConn,Army West Point,Non-Conference Game,1,2,Away Team,Home Team
56,October 11 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:22:00,135,3701,Michigan Tech,Alaska,WCHA Conference Game,2,3,Away Team,Home Team
57,October 11 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:30:00,150,4043,Northern Michigan,Michigan State,Non-Conference Game,3,5,Away Team,Home Team
58,October 11 2019,Friday,1900-01-01 19:15:00,1900-01-01 21:40:00,145,1900,Providence,Holy Cross,Non-Conference Game,2,3,Away Team,Home Team
59,October 11 2019,Friday,1900-01-01 19:31:00,1900-01-01 21:57:00,146,4826,Michigan,Clarkson,Non-Conference Game,1,1,Tie,Tie
60,October 11 2019,Friday,1900-01-01 19:37:00,1900-01-01 21:47:00,130,1778,Lake Superior State,Denver,Non-Conference Game,1,3,Away Team,Home Team
61,October 11 2019,Friday,1900-01-01 21:10:00,1900-01-01 23:33:00,143,0,Bowling Green,RIT,Non-Conference Game,2,3,Away Team,Home Team
62,October 11 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:43:00,156,3445,Bemidji State,St. Cloud State,Non-Conference Game,4,4,Tie,Tie
63,October 11 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:30:00,143,4216,Minnesota State,Arizona State,Non-Conference Game,4,1,Home Team,Away Team
64,October 11 2019,Friday,1900-01-01 19:12:00,1900-01-01 21:35:00,143,6041,Minnesota Duluth,UMass Lowell,Non-Conference Game,2,3,Away Team,Home Team
65,October 11 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:25:00,138,5150,Omaha,Alabama Huntsville,Non-Conference Game,6,1,Home Team,Away Team
66,October 11 2019,Friday,1900-01-01 19:37:00,1900-01-01 21:59:00,142,11068,North Dakota,Canisius,Non-Conference Game,5,0,Home Team,Away Team
67,October 11 2019,Friday,1900-01-01 19:37:00,1900-01-01 21:56:00,139,3429,Colorado College,Minnesota,Non-Conference Game,3,2,Home Team,Away Team
68,October 12 2019,Saturday,1900-01-01 15:35:00,1900-01-01 17:55:00,140,2859,UConn,Rensselaer,Non-Conference Game,3,5,Away Team,Home Team
69,October 12 2019,Saturday,1900-01-01 16:00:00,1900-01-01 18:15:00,135,1852,Union,Northeastern,Non-Conference Game,1,2,Away Team,Home Team
70,October 12 2019,Saturday,1900-01-01 16:37:00,1900-01-01 18:57:00,140,6111,Penn State,Sacred Heart,Non-Conference Game,5,4,Home Team,Away Team
71,October 12 2019,Saturday,1900-01-01 17:00:00,1900-01-01 19:13:00,133,2220,Providence,USA Under-18 Team,Exhibition Game,2,1,Home Team,Away Team
72,October 12 2019,Saturday,1900-01-01 17:05:00,1900-01-01 19:18:00,133,498,Robert Morris,Bentley,Atlantic Hockey Conference Game,4,1,Home Team,Away Team
73,October 12 2019,Saturday,1900-01-01 17:00:00,1900-01-01 19:22:00,142,0,RIT,Ohio State,Non-Conference Game,1,3,Away Team,Home Team
74,October 12 2019,Saturday,1900-01-01 18:07:00,1900-01-01 20:37:00,150,3495,Michigan Tech,Alaska,WCHA Conference Game,1,2,Away Team,Home Team
75,October 12 2019,Saturday,1900-01-01 18:07:00,1900-01-01 20:30:00,143,4071,Northern Michigan,Michigan State,Non-Conference Game,2,0,Home Team,Away Team
76,October 12 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:25:00,145,2106,Merrimack,Wisconsin,Non-Conference Game,5,1,Home Team,Away Team
77,October 12 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:44:00,164,2916,Maine,Alaska Anchorage,Non-Conference Game,2,1,Home Team,Away Team
78,October 12 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:14:00,134,1376,American International,Quinnipiac,Non-Conference Game,2,3,Away Team,Home Team
79,October 12 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:22:00,137,830,Mercyhurst,St. Lawrence,Non-Conference Game,2,3,Away Team,Home Team
80,October 12 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:37:00,152,1833,Miami,New Hampshire,Non-Conference Game,4,4,Tie,Tie
81,October 12 2019,Saturday,1900-01-01 18:07:00,1900-01-01 20:27:00,140,3792,Bemidji State,St. Cloud State,Non-Conference Game,2,2,Tie,Tie
82,October 12 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:33:00,146,2414,Lake Superior State,Denver,Non-Conference Game,3,4,Away Team,Home Team
83,October 12 2019,Saturday,1900-01-01 18:07:00,1900-01-01 20:43:00,156,4439,Minnesota State,Arizona State,Non-Conference Game,5,0,Home Team,Away Team
84,October 12 2019,Saturday,1900-01-01 19:31:00,1900-01-01 21:56:00,145,5080,Michigan,Clarkson,Non-Conference Game,1,3,Away Team,Home Team
85,October 12 2019,Saturday,1900-01-01 20:00:00,1900-01-01 22:50:00,170,0,Bowling Green,Western Michigan,Non-Conference Game,2,5,Away Team,Home Team
86,October 12 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:37:00,150,6142,Minnesota Duluth,UMass Lowell,Non-Conference Game,2,1,Home Team,Away Team
87,October 12 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:29:00,142,11579,North Dakota,Canisius,Non-Conference Game,8,1,Home Team,Away Team
88,October 12 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:27:00,140,4525,Omaha,Alabama Huntsville,Non-Conference Game,5,0,Home Team,Away Team
89,October 12 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:34:00,147,3460,Colorado College,Minnesota,Non-Conference Game,3,4,Away Team,Home Team
90,October 13 2019,Sunday,1900-01-01 15:05:00,1900-01-01 17:31:00,146,3506,Notre Dame,Air Force,Non-Conference Game,6,1,Home Team,Away Team
91,October 13 2019,Sunday,1900-01-01 16:00:00,1900-01-01 18:22:00,142,1235,Colgate,Boston College,Non-Conference Game,0,3,Away Team,Home Team
92,October 13 2019,Sunday,1900-01-01 16:05:00,1900-01-01 18:17:00,132,1100,Holy Cross,USA Under-18 Team,Exhibition Game,2,1,Home Team,Away Team
93,October 15 2019,Tuesday,1900-01-01 19:05:00,1900-01-01 21:34:00,149,2707,Northeastern,Massachusetts,Hockey East Conference Game,3,1,Home Team,Away Team
94,October 17 2019,Thursday,1900-01-01 19:07:00,1900-01-01 21:29:00,142,5898,Penn State,Alaska,Non-Conference Game,7,0,Home Team,Away Team
95,October 17 2019,Thursday,1900-01-01 19:05:00,1900-01-01 21:18:00,133,1550,Holy Cross,Merrimack,Non-Conference Game,1,3,Away Team,Home Team
96,October 18 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:37:00,157,3098,Clarkson,Vermont,Non-Conference Game,3,2,Home Team,Away Team
97,October 18 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:27:00,147,3906,Ohio State,Omaha,Non-Conference Game,3,2,Home Team,Away Team
98,October 18 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:19:00,132,6146,Penn State,Alaska,Non-Conference Game,0,4,Away Team,Home Team
99,October 18 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:30:00,150,3108,Quinnipiac,Maine,Non-Conference Game,2,4,Away Team,Home Team
100,October 18 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:20:00,140,2588,Rensselaer,UConn,Non-Conference Game,2,5,Away Team,Home Team
101,October 18 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:27:00,147,733,St. Lawrence,Providence,Non-Conference Game,0,6,Away Team,Home Team
102,October 18 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:23:00,143,4447,Massachusetts,Union,Non-Conference Game,6,1,Home Team,Away Team
103,October 18 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,3897,Michigan State,USA Under-18 Team,Exhibition Game,2,1,Home Team,Away Team
104,October 18 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:23:00,138,469,Sacred Heart,American International,Atlantic Hockey Conference Game,1,2,Away Team,Home Team
105,October 18 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,1821,Bentley,New Hampshire,Non-Conference Game,3,2,Home Team,Away Team
106,October 18 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:31:00,146,2341,Miami,Ferris State,Non-Conference Game,4,3,Home Team,Away Team
107,October 18 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:34:00,147,2328,Bowling Green,Western Michigan,Non-Conference Game,2,1,Home Team,Away Team
108,October 18 2019,Friday,1900-01-01 19:15:00,1900-01-01 21:35:00,140,3964,UMass Lowell,Colgate,Non-Conference Game,3,4,Away Team,Home Team
109,October 18 2019,Friday,1900-01-01 19:35:00,1900-01-01 22:18:00,163,3277,Boston University,Northern Michigan,Non-Conference Game,4,4,Tie,Tie
110,October 18 2019,Friday,1900-01-01 19:30:00,1900-01-01 21:42:00,132,5405,Michigan,Lake Superior State,Non-Conference Game,4,0,Home Team,Away Team
111,October 18 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,7294,Minnesota,Niagara,Non-Conference Game,3,2,Home Team,Away Team
112,October 18 2019,Friday,1900-01-01 19:02:00,1900-01-01 21:34:00,152,10410,Wisconsin,Minnesota Duluth,Non-Conference Game,6,2,Home Team,Away Team
113,October 18 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:46:00,159,4565,Minnesota State,North Dakota,Non-Conference Game,4,4,Tie,Tie
114,October 18 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:18:00,133,2028,Air Force,Arizona State,Non-Conference Game,0,3,Away Team,Home Team
115,October 18 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:37:00,150,6038,Denver,Boston College,Non-Conference Game,3,0,Home Team,Away Team
116,October 19 2019,Saturday,1900-01-01 17:00:00,1900-01-01 19:19:00,139,4385,Ohio State,Omaha,Non-Conference Game,1,2,Away Team,Home Team
117,October 19 2019,Saturday,1900-01-01 18:05:00,1900-01-01 20:25:00,140,5045,UMass Lowell,Colgate,Non-Conference Game,0,0,Tie,Tie
118,October 19 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:32:00,147,3083,Boston University,Northern Michigan,Non-Conference Game,3,4,Away Team,Home Team
119,October 19 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:38:00,153,2504,Northeastern,Holy Cross,Non-Conference Game,2,2,Tie,Tie
120,October 19 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:43:00,158,3119,Quinnipiac,Maine,Non-Conference Game,4,3,Home Team,Away Team
121,October 19 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:20:00,140,3258,Rensselaer,Canisius,Non-Conference Game,7,2,Home Team,Away Team
122,October 19 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:21:00,141,572,St. Lawrence,Vermont,Non-Conference Game,0,2,Away Team,Home Team
123,October 19 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:27:00,147,5659,Massachusetts,Union,Non-Conference Game,5,0,Home Team,Away Team
124,October 19 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:25:00,140,2385,Western Michigan,Bowling Green,Non-Conference Game,1,2,Away Team,Home Team
125,October 19 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:23:00,138,1258,Army West Point,Robert Morris,Atlantic Hockey Conference Game,4,1,Home Team,Away Team
126,October 19 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:14:00,129,9805,RIT,Merrimack,Non-Conference Game,4,0,Home Team,Away Team
127,October 19 2019,Saturday,1900-01-01 18:07:00,1900-01-01 20:28:00,141,5038,Minnesota State,North Dakota,Non-Conference Game,2,1,Home Team,Away Team
128,October 19 2019,Saturday,1900-01-01 19:30:00,1900-01-01 21:51:00,141,3186,Clarkson,Providence,Non-Conference Game,2,4,Away Team,Home Team
129,October 19 2019,Saturday,1900-01-01 19:30:00,1900-01-01 21:40:00,130,5404,Michigan,Lake Superior State,Non-Conference Game,4,3,Home Team,Away Team
130,October 19 2019,Saturday,1900-01-01 20:00:00,1900-01-01 22:10:00,130,2319,Miami,Ferris State,Non-Conference Game,1,3,Away Team,Home Team
131,October 19 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:21:00,136,7802,Minnesota,Niagara,Non-Conference Game,4,2,Home Team,Away Team
132,October 19 2019,Saturday,1900-01-01 19:02:00,1900-01-01 21:17:00,135,13296,Wisconsin,Minnesota Duluth,Non-Conference Game,3,1,Home Team,Away Team
133,October 19 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,1966,Air Force,Arizona State,Non-Conference Game,2,5,Away Team,Home Team
134,October 19 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:45:00,158,6390,Denver,Boston College,Non-Conference Game,6,4,Home Team,Away Team
135,October 20 2019,Sunday,1900-01-01 14:02:00,1900-01-01 16:26:00,144,2784,Cornell,Nipissing,Exhibition Game,6,2,Home Team,Away Team
136,October 20 2019,Sunday,1900-01-01 16:05:00,1900-01-01 18:23:00,138,1159,Army West Point,Robert Morris,Atlantic Hockey Conference Game,0,3,Away Team,Home Team
137,October 24 2019,Thursday,1900-01-01 19:05:00,1900-01-01 21:17:00,132,1722,Air Force,RIT,Atlantic Hockey Conference Game,1,2,Away Team,Home Team
138,October 25 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:23:00,143,2062,Union,Rensselaer,ECAC Hockey Conference Game,2,3,Away Team,Home Team
139,October 25 2019,Friday,1900-01-01 19:02:00,1900-01-01 21:25:00,143,6208,Boston College,Providence,Hockey East Conference Game,2,6,Away Team,Home Team
140,October 25 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:15:00,135,1866,Merrimack,New Hampshire,Hockey East Conference Game,2,3,Away Team,Home Team
141,October 25 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:40:00,155,4592,UMass Lowell,Boston University,Hockey East Conference Game,3,3,Tie,Tie
142,October 25 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:20:00,140,1195,Colgate,Miami,Non-Conference Game,3,3,Tie,Tie
143,October 25 2019,Friday,1900-01-01 19:10:00,1900-01-01 21:31:00,141,3991,Notre Dame,Lake Superior State,Non-Conference Game,5,2,Home Team,Away Team
144,October 25 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:14:00,134,4873,Massachusetts,American International,Non-Conference Game,4,1,Home Team,Away Team
145,October 25 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,1368,Bentley,Army West Point,Atlantic Hockey Conference Game,5,0,Home Team,Away Team
146,October 25 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,600,Niagara,Sacred Heart,Atlantic Hockey Conference Game,0,4,Away Team,Home Team
147,October 25 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:32:00,147,3329,Vermont,Maine,Hockey East Conference Game,1,2,Away Team,Home Team
148,October 25 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:23:00,138,1837,Holy Cross,St. Lawrence,Non-Conference Game,2,2,Tie,Tie
149,October 25 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:27:00,142,1203,Mercyhurst,Ohio State,Non-Conference Game,2,7,Away Team,Home Team
150,October 25 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:18:00,131,5799,Penn State,Robert Morris,Non-Conference Game,2,1,Home Team,Away Team
151,October 25 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:18:00,131,2250,Bowling Green,Michigan Tech,WCHA Conference Game,3,1,Home Team,Away Team
152,October 25 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:28:00,141,1832,Ferris State,Northern Michigan,WCHA Conference Game,3,4,Away Team,Home Team
153,October 25 2019,Friday,1900-01-01 19:30:00,1900-01-01 21:52:00,142,5800,Michigan,Western Michigan,Non-Conference Game,4,0,Home Team,Away Team
154,October 25 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:10:00,125,9407,Minnesota,Minnesota Duluth,Non-Conference Game,2,5,Away Team,Home Team
155,October 25 2019,Friday,1900-01-01 19:02:00,1900-01-01 21:12:00,130,7811,Wisconsin,Clarkson,Non-Conference Game,0,4,Away Team,Home Team
156,October 25 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:26:00,139,1842,Alabama Huntsville,Minnesota State,WCHA Conference Game,1,5,Away Team,Home Team
157,October 25 2019,Friday,1900-01-01 19:37:00,1900-01-01 22:00:00,143,3581,St. Cloud State,Northeastern,Non-Conference Game,1,4,Away Team,Home Team
158,October 25 2019,Friday,1900-01-01 19:37:00,1900-01-01 22:00:00,143,11305,North Dakota,Bemidji State,Non-Conference Game,2,1,Home Team,Away Team
159,October 25 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:24:00,139,1736,Air Force,RIT,Atlantic Hockey Conference Game,0,1,Away Team,Home Team
160,October 25 2019,Friday,1900-01-01 19:37:00,1900-01-01 21:58:00,141,3430,Colorado College,Michigan State,Non-Conference Game,3,1,Home Team,Away Team
161,October 25 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:24:00,137,616,Alaska Anchorage,Alaska,WCHA Conference Game,1,2,Away Team,Home Team
162,October 26 2019,Saturday,1900-01-01 16:00:00,1900-01-01 18:07:00,127,1143,Colgate,Miami,Non-Conference Game,0,2,Away Team,Home Team
163,October 26 2019,Saturday,1900-01-01 16:05:00,1900-01-01 18:20:00,135,350,Niagara,Sacred Heart,Atlantic Hockey Conference Game,1,3,Away Team,Home Team
164,October 26 2019,Saturday,1900-01-01 18:05:00,1900-01-01 20:38:00,153,4178,Notre Dame,Lake Superior State,Non-Conference Game,6,4,Home Team,Away Team
165,October 26 2019,Saturday,1900-01-01 18:07:00,1900-01-01 20:30:00,143,2500,Ferris State,Northern Michigan,WCHA Conference Game,4,6,Away Team,Home Team
166,October 26 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:05:00,125,3108,Rensselaer,Union,ECAC Hockey Conference Game,1,2,Away Team,Home Team
167,October 26 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,2777,Boston University,New Hampshire,Hockey East Conference Game,3,0,Home Team,Away Team
168,October 26 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:37:00,157,2665,Providence,UMass Lowell,Hockey East Conference Game,2,3,Away Team,Home Team
169,October 26 2019,Saturday,1900-01-01 19:02:00,1900-01-01 21:15:00,133,4117,Cornell,USA Under-18 Team,Exhibition Game,3,1,Home Team,Away Team
170,October 26 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:25:00,140,1094,Bentley,St. Lawrence,Non-Conference Game,0,3,Away Team,Home Team
171,October 26 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:22:00,137,978,Mercyhurst,Ohio State,Non-Conference Game,1,3,Away Team,Home Team
172,October 26 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:40:00,155,3985,Western Michigan,Michigan,Non-Conference Game,4,1,Home Team,Away Team
173,October 26 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:26:00,139,1748,Bowling Green,Michigan Tech,WCHA Conference Game,2,4,Away Team,Home Team
