Date,startTime,endTime,totalTime,attendance,homeTeam,awayTeam,game_type,winner,loser,venueLoc,homescore,homegoalsallowed,homeemptynetgoalsallowed,homeadjustedgoalsallowed,homeshotsonGoal,awayscorelist,awaygoalsallowed,awayemptynetgoalsallowed,awayadjustedgoalsallowed,awayshotsonGoal,hockeySeason,TotalAdjusted_Goals,TotalShotson_Goal,homeshareShotsonGoal,awayshareShotsonGoal,shotsonGoalDifference,GF,GA,SOG,SOGA,Team,Wins,Losses,Ties,Total,Season Game,Season Wins,Winning %,Season GF,Season SOG,Season GA,Season SOGA,Season GD,Season SOGD,Goals Per Game (mean),SOG per Game (mean),SOGA per Game (mean),Total Goals Per Game (mean),Expected Winning %,Error,Expected Winning GF/GA
3/15/2019,19:00,21:20,140,964,HAR,DAR,home/away,HAR,DAR,Harvard,3,1,0,1,30,1,3,1,2,20,2018-2019 Season,3,50,0.6,0.4,10,2,1,30,20,HAR,1,0,0,1,32,19,0.59375,100,1047,75,901,25,146,3.125,32.71875,28.15625,5.46875,0.642857143,-0.049107143,0.64
3/16/2019,19:00,21:48,168,969,HAR,DAR,home/away,HAR,DAR,Harvard,4,3,0,3,40,3,4,0,4,39,2018-2019 Season,7,79,0.506329114,0.493670886,1,4,3,40,39,HAR,1,0,0,1,33,20,0.606060606,104,1087,78,940,26,147,3.151515152,32.93939394,28.48484848,5.515151515,0.642857143,-0.036796537,0.64
3/22/2019,19:30,21:54,144,4816,CLK,HAR,Tournament Game,CLK,HAR,Tournament,5,2,0,2,31,2,5,0,5,28,2018-2019 Season,7,59,0.525423729,0.474576271,3,2,5,28,31,HAR,0,1,0,1,34,20,0.588235294,106,1115,83,971,23,144,3.117647059,32.79411765,28.55882353,5.558823529,0.621693122,-0.033457828,0.619917241
3/29/2019,15:00,17:36,156,5033,UMA,HAR,Tournament Game,UMA,HAR,Tournament,4,0,0,0,36,0,4,1,3,17,2018-2019 Season,3,53,0.679245283,0.320754717,19,0,3,17,36,HAR,0,1,0,1,35,20,0.571428571,106,1132,86,1007,20,125,3.028571429,32.34285714,28.77142857,5.485714286,0.604166667,-0.032738095,0.603048519
11/1/2019,19:30,21:54,144,1500,HAR,DAR,home/away,HAR,DAR,Harvard,7,3,0,3,37,3,7,1,6,47,2019-2020 Season,9,84,0.44047619,0.55952381,-10,6,3,37,47,HAR,1,0,0,1,1,1,1,6,37,3,47,3,-10,6,37,47,9,0.833333333,0.166666667,0.8
11/8/2019,19:00,21:16,136,1633,HAR,PRN,home/away,HAR,PRN,Harvard,3,0,0,0,30,0,3,0,3,31,2019-2020 Season,3,61,0.491803279,0.508196721,-1,3,0,30,31,HAR,1,0,0,1,2,2,1,9,67,3,78,6,-11,4.5,33.5,39,6,1,0,0.9
11/9/2019,19:00,21:25,145,1887,HAR,QUI,home/away,HAR,QUI,Harvard,7,2,0,2,23,2,7,0,7,34,2019-2020 Season,9,57,0.403508772,0.596491228,-11,7,2,23,34,HAR,1,0,0,1,3,3,1,16,90,5,112,11,-22,5.333333333,30,37.33333333,7,1.023809524,-0.023809524,0.911032028
11/15/2019,19:00,21:16,136,723,BRN,HAR,home/away,HAR,BRN,Brown,1,4,0,4,29,4,1,0,1,30,2019-2020 Season,5,59,0.491525424,0.508474576,-1,4,1,30,29,HAR,1,0,0,1,4,4,1,20,120,6,141,14,-21,5,30,35.25,6.5,1.038461538,-0.038461538,0.917431193
11/16/2019,19:00,21:12,132,3077,YAL,HAR,home/away,HAR,YAL,Yale,1,6,0,6,42,6,1,0,1,28,2019-2020 Season,7,70,0.6,0.4,14,6,1,28,42,HAR,1,0,0,1,5,5,1,26,148,7,183,19,-35,5.2,29.6,36.6,6.6,1.075757576,-0.075757576,0.932413793
11/22/2019,19:00,21:20,140,2554,REN,HAR,home/away,HAR,REN,Rensselaer,3,6,0,6,40,6,3,0,3,25,2019-2020 Season,9,65,0.615384615,0.384615385,15,6,3,25,40,HAR,1,0,0,1,6,6,1,32,173,10,223,22,-50,5.333333333,28.83333333,37.16666667,7,1.023809524,-0.023809524,0.911032028
11/29/2019,16:30,18:50,140,3095,HAR,BC,home/away,BC,HAR,Harvard,2,4,0,4,29,4,2,0,2,28,2019-2020 Season,6,57,0.50877193,0.49122807,1,2,4,29,28,HAR,0,1,0,1,7,6,0.857142857,34,202,14,251,20,-49,4.857142857,28.85714286,35.85714286,6.857142857,0.916666667,-0.05952381,0.855029586
12/3/2019,19:05,21:18,133,2922,BU,HAR,home/away,BU,HAR,Boston University,5,2,0,2,33,2,5,1,4,25,2019-2020 Season,6,58,0.568965517,0.431034483,8,2,4,25,33,HAR,0,1,0,1,8,6,0.75,36,227,18,284,18,-57,4.5,28.375,35.5,6.75,0.833333333,-0.083333333,0.8
12/6/2019,19:00,21:15,135,3095,HAR,COR,home/away,COR,HAR,Harvard,1,3,0,3,24,3,1,0,1,32,2019-2020 Season,4,56,0.428571429,0.571428571,-8,1,3,24,32,HAR,0,1,0,1,9,6,0.666666667,37,251,21,316,16,-65,4.111111111,27.88888889,35.11111111,6.444444444,0.775862069,-0.109195402,0.756353591
12/7/2019,19:00,21:20,140,1611,HAR,CLG,home/away,CLG,HAR,Harvard,3,4,0,4,33,4,3,0,3,28,2019-2020 Season,7,61,0.540983607,0.459016393,5,3,4,33,28,HAR,0,1,0,1,10,6,0.6,40,284,25,344,15,-60,4,28.4,34.4,6.5,0.730769231,-0.130769231,0.719101124
12/28/2019,16:00,18:13,133,2253,HAR,ASU,Tournament Game,HAR,ASU,Tournament,4,1,0,1,30,1,4,0,4,44,2019-2020 Season,5,74,0.405405405,0.594594595,-14,4,1,30,44,HAR,1,0,0,1,11,7,0.636363636,44,314,26,388,18,-74,4,28.54545455,35.27272727,6.363636364,0.757142857,-0.120779221,0.741194487
12/29/2019,13:00,15:33,153,1744,HAR,ASU,Tournament Game,Tie,Tie,Tournament,4,4,0,4,32,4,4,0,4,33,2019-2020 Season,8,65,0.492307692,0.507692308,-1,4,4,32,33,HAR,0,0,1,1,12,7,0.583333333,48,346,30,421,18,-75,4,28.83333333,35.08333333,6.5,0.730769231,-0.147435897,0.719101124
1/3/2020,19:05,21:31,146,2840,QUI,HAR,home/away,QUI,HAR,Quinnipiac,6,1,0,1,30,1,6,0,6,25,2019-2020 Season,7,55,0.545454545,0.454545455,5,1,6,25,30,HAR,0,1,0,1,13,7,0.538461538,49,371,36,451,13,-80,3.769230769,28.53846154,34.69230769,6.538461538,0.652941176,-0.114479638,0.649445496
1/4/2020,19:02,21:22,140,2442,PRN,HAR,home/away,Tie,Tie,Princeton,3,3,0,3,27,3,3,0,3,29,2019-2020 Season,6,56,0.482142857,0.517857143,-2,3,3,29,27,HAR,0,0,1,1,14,7,0.5,52,400,39,478,13,-78,3.714285714,28.57142857,34.14285714,6.5,0.642857143,-0.142857143,0.64
1/11/2020,20:10,22:34,144,10064,HAR,YAL,Tournament Game,HAR,YAL,Tournament,7,0,0,0,39,0,7,0,7,31,2019-2020 Season,7,70,0.557142857,0.442857143,8,7,0,39,31,HAR,1,0,0,1,15,8,0.533333333,59,439,39,509,20,-70,3.933333333,29.26666667,33.93333333,6.533333333,0.704081633,-0.170748299,0.695921631
1/17/2020,19:00,21:12,132,1892,HAR,STL,home/away,HAR,STL,Harvard,3,1,0,1,28,1,3,0,3,29,2019-2020 Season,4,57,0.49122807,0.50877193,-1,3,1,28,29,HAR,1,0,0,1,16,9,0.5625,62,467,40,538,22,-71,3.875,29.1875,33.625,6.375,0.715686275,-0.153186275,0.706098457
1/18/2020,19:00,21:42,162,1912,HAR,CLK,home/away,CLK,HAR,Harvard,3,5,1,4,37,5,3,0,3,32,2019-2020 Season,7,69,0.536231884,0.463768116,5,3,4,37,32,HAR,0,1,0,1,17,9,0.529411765,65,504,44,570,21,-66,3.823529412,29.64705882,33.52941176,6.411764706,0.69266055,-0.163248786,0.685765298
1/24/2020,19:00,21:36,156,1421,CLG,HAR,home/away,Tie,Tie,Colgate,3,3,0,3,42,3,3,0,3,35,2019-2020 Season,6,77,0.545454545,0.454545455,7,3,3,35,42,HAR,0,0,1,1,18,9,0.5,68,539,47,612,21,-73,3.777777778,29.94444444,34,6.388888889,0.682608696,-0.182608696,0.676715937
1/25/2020,19:02,21:42,160,4267,COR,HAR,home/away,Tie,Tie,Cornell,1,1,0,1,17,1,1,0,1,30,2019-2020 Season,2,47,0.361702128,0.638297872,-13,1,1,30,17,HAR,0,0,1,1,19,9,0.473684211,69,569,48,629,21,-60,3.631578947,29.94736842,33.10526316,6.157894737,0.679487179,-0.205802969,0.67388535
1/31/2020,19:00,21:22,142,1697,UNI,HAR,home/away,HAR,UNI,Union,5,8,0,8,31,8,5,0,5,40,2019-2020 Season,13,71,0.436619718,0.563380282,-9,8,5,40,31,HAR,1,0,0,1,20,10,0.5,77,609,53,660,24,-51,3.85,30.45,33,6.5,0.684615385,-0.184615385,0.678530556
2/3/2020,17:04,19:45,161,13141,HAR,NOE,Tournament Game,NOE,HAR,Tournament,1,3,1,2,28,3,1,0,1,24,2019-2020 Season,3,52,0.538461538,0.461538462,4,1,2,28,24,HAR,0,1,0,1,21,10,0.476190476,78,637,55,684,23,-47,3.714285714,30.33333333,32.57142857,6.333333333,0.672932331,-0.196741855,0.667910857
2/7/2020,20:02,22:17,135,1991,DAR,HAR,home/away,HAR,DAR,Dartmouth,2,6,1,5,24,6,2,0,2,28,2019-2020 Season,7,52,0.461538462,0.538461538,-4,5,2,28,24,HAR,1,0,0,1,22,11,0.5,83,665,57,708,26,-43,3.772727273,30.22727273,32.18181818,6.363636364,0.685714286,-0.185714286,0.679522588
2/10/2020,16:30,18:50,140,17850,BC,HAR,Tournament Game,BC,HAR,Tournament,7,2,0,2,37,2,7,0,7,28,2019-2020 Season,9,65,0.569230769,0.430769231,9,2,7,28,37,HAR,0,1,0,1,23,11,0.47826087,85,693,64,745,21,-52,3.695652174,30.13043478,32.39130435,6.47826087,0.640939597,-0.162678728,0.638194506
2/14/2020,19:00,21:35,155,2079,HAR,YAL,home/away,Tie,Tie,Harvard,4,4,0,4,32,4,4,0,4,33,2019-2020 Season,8,65,0.492307692,0.507692308,-1,4,4,32,33,HAR,0,0,1,1,24,11,0.458333333,89,725,68,778,21,-53,3.708333333,30.20833333,32.41666667,6.541666667,0.633757962,-0.175424628,0.631406935
2/15/2020,19:00,21:30,150,2064,HAR,BRN,home/away,Tie,Tie,Harvard,1,1,0,1,31,1,1,0,1,27,2019-2020 Season,2,58,0.534482759,0.465517241,4,1,1,31,27,HAR,0,0,1,1,25,11,0.44,90,756,69,805,21,-49,3.6,30.24,32.2,6.36,0.632075472,-0.192075472,0.629811057
2/21/2020,19:00,21:26,146,2903,CLK,HAR,home/away,HAR,CLK,Clarkson,2,5,1,4,37,5,2,0,2,35,2019-2020 Season,6,72,0.513888889,0.486111111,2,4,2,35,37,HAR,1,0,0,1,26,12,0.461538462,94,791,71,842,23,-51,3.615384615,30.42307692,32.38461538,6.346153846,0.639393939,-0.177855478,0.636737047
2/22/2020,19:00,21:20,140,1185,STL,HAR,home/away,STL,HAR,St. Lawrence,6,3,0,3,37,3,6,1,5,30,2019-2020 Season,8,67,0.552238806,0.447761194,7,3,5,30,37,HAR,0,1,0,1,27,12,0.444444444,97,821,76,879,21,-58,3.592592593,30.40740741,32.55555556,6.407407407,0.621387283,-0.176942839,0.61962463
2/28/2020,19:30,21:48,138,1722,HAR,REN,home/away,REN,HAR,Harvard,0,2,1,1,29,2,0,0,0,24,2019-2020 Season,1,53,0.547169811,0.452830189,5,0,1,29,24,HAR,0,1,0,1,28,12,0.428571429,97,850,77,903,20,-53,3.464285714,30.35714286,32.25,6.214285714,0.614942529,-0.1863711,0.613443735
2/29/2020,19:00,21:30,150,1822,HAR,UNI,home/away,HAR,UNI,Harvard,4,1,0,1,30,1,4,0,4,24,2019-2020 Season,5,54,0.555555556,0.444444444,6,4,1,30,24,HAR,1,0,0,1,29,13,0.448275862,101,880,78,927,23,-47,3.482758621,30.34482759,31.96551724,6.172413793,0.62849162,-0.180215758,0.626404667
3/6/2020,19:00,21:16,136,438,HAR,STL,home/away,HAR,STL,Harvard,5,3,0,3,42,3,5,0,5,18,2019-2020 Season,8,60,0.7,0.3,24,5,3,42,18,HAR,1,0,0,1,30,14,0.466666667,106,922,81,945,25,-23,3.533333333,30.73333333,31.5,6.233333333,0.63368984,-0.167023173,0.631342361
3/7/2020,19:00,21:30,150,514,HAR,STL,home/away,HAR,STL,Harvard,7,1,0,1,29,1,7,0,7,28,2019-2020 Season,8,57,0.50877193,0.49122807,1,7,1,29,28,HAR,1,0,0,1,31,15,0.483870968,113,951,82,973,31,-22,3.64516129,30.67741935,31.38709677,6.290322581,0.658974359,-0.175103391,0.655055661
10/26/2014,17:05,19:01,116,345,DAR,BRN,home/away,BRN,DAR,Dartmouth,1,3,1,2,26,3,1,0,1,17,2014-2015 Season,3,43,0.604651163,0.395348837,9,2,1,17,26,BRN,1,0,0,1,1,1,1,2,17,1,26,1,-9,2,17,26,3,0.833333333,0.166666667,0.8
10/31/2014,19:05,21:15,130,1307,ARM,BRN,home/away,BRN,ARM,Army,2,4,0,4,31,4,2,0,2,36,2014-2015 Season,6,67,0.462686567,0.537313433,-5,4,2,36,31,BRN,1,0,0,1,2,2,1,6,53,3,57,3,-4,3,26.5,28.5,4.5,0.833333333,0.166666667,0.8
11/7/2014,19:30,21:36,126,1182,BRN,STL,home/away,STL,BRN,Brown,2,5,0,5,26,5,2,0,2,30,2014-2015 Season,7,56,0.464285714,0.535714286,-4,2,5,26,30,BRN,0,1,0,1,3,2,0.666666667,8,79,8,87,0,-8,2.666666667,26.33333333,29,5.333333333,0.5,0.166666667,0.5
11/8/2014,19:00,21:03,123,1040,BRN,CLK,home/away,CLK,BRN,Brown,1,2,0,2,28,2,1,0,1,28,2014-2015 Season,3,56,0.5,0.5,0,1,2,28,28,BRN,0,1,0,1,4,2,0.5,9,107,10,115,-1,-8,2.25,26.75,28.75,4.75,0.447368421,0.052631579,0.447513812
11/14/2014,19:00,21:04,124,1511,HAR,BRN,home/away,HAR,BRN,Harvard,6,2,0,2,42,2,6,0,6,35,2014-2015 Season,8,77,0.545454545,0.454545455,7,2,6,35,42,BRN,0,1,0,1,5,2,0.4,11,142,16,157,-5,-15,2.2,28.4,31.4,5.4,0.314814815,0.085185185,0.320954907
11/15/2014,19:05,21:06,121,2744,DAR,BRN,home/away,DAR,BRN,Dartmouth,6,0,0,0,48,0,6,0,6,23,2014-2015 Season,6,71,0.676056338,0.323943662,25,0,6,23,48,BRN,0,1,0,1,6,2,0.333333333,11,165,22,205,-11,-40,1.833333333,27.5,34.16666667,5.5,0.166666667,0.166666667,0.2
11/21/2014,19:00,21:15,135,1074,CLG,BRN,home/away,CLG,BRN,Colgate,4,3,0,3,33,3,4,0,4,33,2014-2015 Season,7,66,0.5,0.5,0,3,4,33,33,BRN,0,1,0,1,7,2,0.285714286,14,198,26,238,-12,-40,2,28.28571429,34,5.714285714,0.2,0.085714286,0.224770642
11/22/2014,19:03,21:10,127,4200,COR,BRN,home/away,COR,BRN,Cornell,4,0,0,0,31,0,4,0,4,26,2014-2015 Season,4,57,0.543859649,0.456140351,5,0,4,26,31,BRN,0,1,0,1,8,2,0.25,14,224,30,269,-16,-45,1.75,28,33.625,5.5,0.136363636,0.113636364,0.178832117
11/29/2014,16:00,17:57,117,956,BRN,CON,home/away,BRN,CON,Brown,1,0,0,0,28,0,1,0,1,25,2014-2015 Season,1,53,0.528301887,0.471698113,3,1,0,28,25,BRN,1,0,0,1,9,3,0.333333333,15,252,30,294,-15,-42,1.666666667,28,32.66666667,5,0.166666667,0.166666667,0.2
11/30/2014,13:05,15:05,120,674,HCR,BRN,home/away,HCR,BRN,Holy Cross,5,0,0,0,38,0,5,0,5,25,2014-2015 Season,5,63,0.603174603,0.396825397,13,0,5,25,38,BRN,0,1,0,1,10,3,0.3,15,277,35,332,-20,-55,1.5,27.7,33.2,5,0.1,0.2,0.155172414
12/5/2014,19:00,21:10,130,1242,BRN,UNI,home/away,UNI,BRN,Brown,1,7,0,7,27,7,1,0,1,42,2014-2015 Season,8,69,0.391304348,0.608695652,-15,1,7,27,42,BRN,0,1,0,1,11,3,0.272727273,16,304,42,374,-26,-70,1.454545455,27.63636364,34,5.272727273,0.051724138,0.221003135,0.126732673
12/6/2014,16:00,18:04,124,850,BRN,REN,home/away,BRN,REN,Brown,4,2,0,2,26,2,4,0,4,41,2014-2015 Season,6,67,0.388059701,0.611940299,-15,4,2,26,41,BRN,1,0,0,1,12,4,0.333333333,20,330,44,415,-24,-85,1.666666667,27.5,34.58333333,5.333333333,0.125,0.208333333,0.171232877
1/2/2015,16:05,18:08,123,3737,BRN,BC,Tournament Game,BC,BRN,Tournament,1,4,0,4,23,4,1,0,1,22,2014-2015 Season,5,45,0.511111111,0.488888889,1,1,4,23,22,BRN,0,1,0,1,13,4,0.307692308,21,353,48,437,-27,-84,1.615384615,27.15384615,33.61538462,5.307692308,0.108695652,0.198996656,0.160655738
1/3/2015,16:05,18:00,115,3651,BRN,DEN,Tournament Game,DEN,BRN,Tournament,3,5,1,4,20,5,3,0,3,35,2014-2015 Season,7,55,0.363636364,0.636363636,-15,3,4,20,35,BRN,0,1,0,1,14,4,0.285714286,24,373,52,472,-28,-99,1.714285714,26.64285714,33.71428571,5.428571429,0.131578947,0.154135338,0.175609756
1/9/2015,19:00,21:19,139,1096,BRN,PRV,home/away,PRV,BRN,Brown,2,3,0,3,31,3,2,0,2,42,2014-2015 Season,5,73,0.424657534,0.575342466,-11,2,3,31,42,BRN,0,1,0,1,15,4,0.266666667,26,404,55,514,-29,-110,1.733333333,26.93333333,34.26666667,5.4,0.141975309,0.124691358,0.182653337
1/10/2015,19:00,21:18,138,2080,PRV,BRN,home/away,BRN,PRV,Providence,3,5,0,5,49,5,3,0,3,30,2014-2015 Season,8,79,0.620253165,0.379746835,19,5,3,30,49,BRN,1,0,0,1,16,5,0.3125,31,434,58,563,-27,-129,1.9375,27.125,35.1875,5.5625,0.196629213,0.115870787,0.222196532
1/16/2015,19:30,21:30,120,1214,BRN,YAL,home/away,YAL,BRN,Brown,0,1,0,1,28,1,0,0,0,36,2014-2015 Season,1,64,0.4375,0.5625,-8,0,1,28,36,BRN,0,1,0,1,17,5,0.294117647,31,462,59,599,-28,-137,1.823529412,27.17647059,35.23529412,5.294117647,0.188888889,0.105228758,0.216343989
1/17/2015,19:00,20:58,118,3500,YAL,BRN,home/away,YAL,BRN,Yale,5,1,0,1,38,1,5,0,5,18,2014-2015 Season,6,56,0.678571429,0.321428571,20,1,5,18,38,BRN,0,1,0,1,18,5,0.277777778,32,480,64,637,-32,-157,1.777777778,26.66666667,35.38888889,5.333333333,0.166666667,0.111111111,0.2
1/23/2015,19:00,21:16,136,1986,CLK,BRN,home/away,CLK,BRN,Clarkson,6,0,0,0,33,0,6,0,6,27,2014-2015 Season,6,60,0.55,0.45,6,0,6,27,33,BRN,0,1,0,1,19,5,0.263157895,32,507,70,670,-38,-163,1.684210526,26.68421053,35.26315789,5.368421053,0.12745098,0.135706914,0.172856178
1/24/2015,19:00,21:03,123,1834,STL,BRN,home/away,STL,BRN,St. Lawrence,5,2,0,2,42,2,5,0,5,31,2014-2015 Season,7,73,0.575342466,0.424657534,11,2,5,31,42,BRN,0,1,0,1,20,5,0.25,34,538,75,712,-41,-174,1.7,26.9,35.6,5.45,0.123853211,0.126146789,0.170476331
1/30/2015,19:00,21:05,125,971,BRN,QUI,home/away,QUI,BRN,Brown,3,5,1,4,25,5,3,0,3,34,2014-2015 Season,7,59,0.423728814,0.576271186,-9,3,4,25,34,BRN,0,1,0,1,21,5,0.238095238,37,563,79,746,-42,-183,1.761904762,26.80952381,35.52380952,5.523809524,0.137931034,0.100164204,0.179894875
1/31/2015,16:00,18:08,128,918,BRN,PRN,home/away,Tie,Tie,Brown,2,2,0,2,33,2,2,0,2,30,2014-2015 Season,4,63,0.523809524,0.476190476,3,2,2,33,30,BRN,0,0,1,1,22,5,0.227272727,39,596,81,776,-42,-180,1.772727273,27.09090909,35.27272727,5.454545455,0.15,0.077272727,0.188195991
2/6/2015,19:00,21:02,122,1048,BRN,DAR,home/away,DAR,BRN,Brown,3,6,1,5,36,6,3,0,3,32,2014-2015 Season,8,68,0.529411765,0.470588235,4,3,5,36,32,BRN,0,1,0,1,23,5,0.217391304,42,632,86,808,-44,-176,1.826086957,27.47826087,35.13043478,5.565217391,0.15625,0.061141304,0.192576419
2/7/2015,16:00,17:58,118,837,BRN,HAR,home/away,BRN,HAR,Brown,2,1,0,1,24,1,2,0,2,24,2014-2015 Season,3,48,0.5,0.5,0,2,1,24,24,BRN,1,0,0,1,24,6,0.25,44,656,87,832,-43,-176,1.833333333,27.33333333,34.66666667,5.458333333,0.171755725,0.078244275,0.203682272
2/13/2015,19:00,21:06,126,3086,REN,BRN,home/away,BRN,REN,Rensselaer,3,6,1,5,26,6,3,0,3,26,2014-2015 Season,8,52,0.5,0.5,0,5,3,26,26,BRN,1,0,0,1,25,7,0.28,49,682,90,858,-41,-176,1.96,27.28,34.32,5.56,0.205035971,0.074964029,0.228644891
2/14/2015,19:00,21:10,130,1928,UNI,BRN,home/away,BRN,UNI,Union,0,1,0,1,36,1,0,0,0,23,2014-2015 Season,1,59,0.610169492,0.389830508,13,1,0,23,36,BRN,1,0,0,1,26,8,0.307692308,50,705,90,894,-40,-189,1.923076923,27.11538462,34.38461538,5.384615385,0.214285714,0.093406593,0.235849057
2/20/2015,19:00,21:00,120,1714,PRN,BRN,home/away,BRN,PRN,Princeton,1,4,0,4,32,4,1,0,1,27,2014-2015 Season,5,59,0.542372881,0.457627119,5,4,1,27,32,BRN,1,0,0,1,27,9,0.333333333,54,732,91,926,-37,-194,2,27.11111111,34.2962963,5.37037037,0.244827586,0.088505747,0.2604269
2/21/2015,19:00,21:12,132,2913,QUI,BRN,home/away,Tie,Tie,Quinnipiac,2,2,0,2,38,2,2,0,2,21,2014-2015 Season,4,59,0.644067797,0.355932203,17,2,2,21,38,BRN,0,0,1,1,28,9,0.321428571,56,753,93,964,-37,-211,2,26.89285714,34.42857143,5.321428571,0.251677852,0.069750719,0.266100976
2/27/2015,19:00,21:22,142,937,BRN,COR,home/away,Tie,Tie,Brown,3,3,0,3,20,3,3,0,3,32,2014-2015 Season,6,52,0.384615385,0.615384615,-12,3,3,20,32,BRN,0,0,1,1,29,9,0.310344828,59,773,96,996,-37,-223,2.034482759,26.65517241,34.34482759,5.344827586,0.261290323,0.049054505,0.27415925
2/28/2015,16:00,18:12,132,847,BRN,CLG,home/away,CLG,BRN,Brown,2,4,0,4,34,4,2,0,2,38,2014-2015 Season,6,72,0.472222222,0.527777778,-4,2,4,34,38,BRN,0,1,0,1,30,9,0.3,61,807,100,1034,-39,-227,2.033333333,26.9,34.46666667,5.366666667,0.257763975,0.042236025,0.271190146
3/6/2015,19:00,21:08,128,553,HAR,BRN,home/away,HAR,BRN,Harvard,6,2,0,2,36,2,6,0,6,30,2014-2015 Season,8,66,0.545454545,0.454545455,6,2,6,30,36,BRN,0,1,0,1,31,9,0.290322581,63,837,106,1070,-43,-233,2.032258065,27,34.51612903,5.451612903,0.24556213,0.04476045,0.261032555
3/7/2015,19:00,21:01,121,662,HAR,BRN,home/away,HAR,BRN,Harvard,4,3,0,3,28,3,4,0,4,27,2014-2015 Season,7,55,0.509090909,0.490909091,1,3,4,27,28,BRN,0,1,0,1,32,9,0.28125,66,864,110,1098,-44,-234,2.0625,27,34.3125,5.5,0.25,0.03125,0.264705882
10/31/2015,19:30,21:42,132,826,BRN,HCR,home/away,HCR,BRN,Brown,5,7,0,7,31,7,5,0,5,35,2015-2016 Season,12,66,0.46969697,0.53030303,-4,5,7,31,35,BRN,0,1,0,1,1,0,0,5,31,7,35,-2,-4,5,31,35,12,0.333333333,-0.333333333,0.337837838
11/6/2015,19:05,21:12,127,1720,DAR,BRN,home/away,DAR,BRN,Dartmouth,7,3,0,3,29,3,7,0,7,24,2015-2016 Season,10,53,0.547169811,0.452830189,5,3,7,24,29,BRN,0,1,0,1,2,0,0,8,55,14,64,-6,-9,4,27.5,32,11,0.227272727,-0.227272727,0.246153846
11/7/2015,19:00,21:03,123,2008,HAR,BRN,home/away,HAR,BRN,Harvard,5,2,0,2,28,2,5,1,4,23,2015-2016 Season,6,51,0.549019608,0.450980392,5,2,4,23,28,BRN,0,1,0,1,3,0,0,10,78,18,92,-8,-14,3.333333333,26,30.66666667,9.333333333,0.214285714,-0.214285714,0.235849057
11/13/2015,19:00,21:15,135,1797,UNI,BRN,home/away,BRN,UNI,Union,2,3,0,3,39,3,2,0,2,26,2015-2016 Season,5,65,0.6,0.4,13,3,2,26,39,BRN,1,0,0,1,4,1,0.25,13,104,20,131,-7,-27,3.25,26,32.75,8.25,0.287878788,-0.037878788,0.297012302
11/14/2015,19:00,21:15,135,2571,REN,BRN,home/away,Tie,Tie,Rensselaer,3,3,0,3,29,3,3,0,3,32,2015-2016 Season,6,61,0.475409836,0.524590164,-3,3,3,32,29,BRN,0,0,1,1,5,1,0.2,16,136,23,160,-7,-24,3.2,27.2,32,7.8,0.320512821,-0.120512821,0.32611465
11/20/2015,19:00,21:08,128,787,BRN,CLG,home/away,Tie,Tie,Brown,1,1,0,1,32,1,1,0,1,41,2015-2016 Season,2,73,0.438356164,0.561643836,-9,1,1,32,41,BRN,0,0,1,1,6,1,0.166666667,17,168,24,201,-7,-33,2.833333333,28,33.5,6.833333333,0.329268293,-0.162601626,0.334104046
11/21/2015,19:00,20:57,117,1017,BRN,COR,home/away,COR,BRN,Brown,0,1,0,1,27,1,0,0,0,16,2015-2016 Season,1,43,0.627906977,0.372093023,11,0,1,27,16,BRN,0,1,0,1,7,1,0.142857143,17,195,25,217,-8,-22,2.428571429,27.85714286,31,6,0.30952381,-0.166666667,0.31619256
11/27/2015,16:00,18:20,140,4836,CLG,BRN,Tournament Game,BRN,CLG,Tournament,0,5,0,5,14,5,0,0,0,24,2015-2016 Season,5,38,0.368421053,0.631578947,-10,5,0,24,14,BRN,1,0,0,1,8,2,0.25,22,219,25,231,-3,-12,2.75,27.375,28.875,5.875,0.436170213,-0.186170213,0.436429216
11/28/2015,19:30,22:14,164,5232,UML,BRN,Tournament Game,Tie,Tie,Tournament,5,5,0,5,40,5,5,0,5,24,2015-2016 Season,10,64,0.625,0.375,16,5,5,24,40,BRN,0,0,1,1,9,2,0.222222222,27,243,30,271,-3,-28,3,27,30.11111111,6.333333333,0.447368421,-0.225146199,0.447513812
12/4/2015,19:00,21:02,122,806,BRN,PRN,home/away,PRN,BRN,Brown,2,4,1,3,38,4,2,0,2,26,2015-2016 Season,5,64,0.59375,0.40625,12,2,3,38,26,BRN,0,1,0,1,10,2,0.2,29,281,33,297,-4,-16,2.9,28.1,29.7,6.2,0.435483871,-0.235483871,0.435751295
12/5/2015,16:00,17:59,119,1359,BRN,QUI,home/away,QUI,BRN,Brown,0,3,0,3,20,3,0,0,0,20,2015-2016 Season,3,40,0.5,0.5,0,0,3,20,20,BRN,0,1,0,1,11,2,0.181818182,29,301,36,317,-7,-16,2.636363636,27.36363636,28.81818182,5.909090909,0.392307692,-0.21048951,0.393542349
12/10/2015,19:05,21:15,130,2797,PRV,BRN,home/away,PRV,BRN,Providence,4,1,0,1,36,1,4,1,3,23,2015-2016 Season,4,59,0.610169492,0.389830508,13,1,3,23,36,BRN,0,1,0,1,12,2,0.166666667,30,324,39,353,-9,-29,2.5,27,29.41666667,5.75,0.369565217,-0.202898551,0.371747212
