Date,startTime,endTime,totalTime,attendance,homeTeam,awayTeam,game_type,winner,loser,venueLoc,homescore,homegoalsallowed,homeemptynetgoalsallowed,homeadjustedgoalsallowed,homeshotsonGoal,awayscorelist,awaygoalsallowed,awayemptynetgoalsallowed,awayadjustedgoalsallowed,awayshotsonGoal,hockeySeason,TotalAdjusted_Goals,TotalShotson_Goal,homeshareShotsonGoal,awayshareShotsonGoal,shotsonGoalDifference,GF,GA,SOG,SOGA,Team,Wins,Losses,Ties,Total,Season Game,Season Wins,Winning %,Season GF,Season SOG,Season GA,Season SOGA,Season GD,Season SOGD,Goals Per Game (mean),SOG per Game (mean),SOGA per Game (mean),Total Goals Per Game (mean),Expected Winning %,Error,Expected Winning GF/GA
1/4/2020,16:32,18:55,143,6572,BC,VER,home/away,BC,VER,Boston College,8,3,0,3,39,3,8,0,8,29,2019-2020 Season,11,68,0.573529412,0.426470588,10,8,3,39,29,BC,1,0,0,1,17,13,0.764705882,67,519,31,503,36,16,3.941176471,30.52941176,29.58823529,5.764705882,0.867346939,-0.102641056,0.823669725
1/10/2020,19:02,21:17,135,6705,BC,UMA,home/away,UMA,BC,Boston College,1,3,1,2,42,3,1,0,1,24,2019-2020 Season,3,66,0.636363636,0.363636364,18,1,2,42,24,BC,0,1,0,1,18,13,0.722222222,68,561,33,527,35,34,3.777777778,31.16666667,29.27777778,5.611111111,0.846534653,-0.124312431,0.809382111
1/11/2020,19:00,21:24,144,5153,UMA,BC,home/away,BC,UMA,Massachusetts,3,6,0,6,31,6,3,0,3,25,2019-2020 Season,9,56,0.553571429,0.446428571,6,6,3,25,31,BC,1,0,0,1,19,14,0.736842105,74,586,36,558,38,28,3.894736842,30.84210526,29.36842105,5.789473684,0.845454545,-0.10861244,0.808623745
1/17/2020,19:15,21:35,140,4849,UML,BC,home/away,BC,UML,UMass Lowell,2,3,0,3,36,3,2,0,2,24,2019-2020 Season,5,60,0.6,0.4,12,3,2,24,36,BC,1,0,0,1,20,15,0.75,77,610,38,594,39,16,3.85,30.5,29.7,5.75,0.839130435,-0.089130435,0.804150278
1/18/2020,19:00,21:20,140,7884,BC,BU,home/away,BC,BU,Boston College,4,3,0,3,25,3,4,0,4,18,2019-2020 Season,7,43,0.581395349,0.418604651,7,4,3,25,18,BC,1,0,0,1,21,16,0.761904762,81,635,41,612,40,23,3.857142857,30.23809524,29.14285714,5.80952381,0.827868852,-0.065964091,0.796044649
1/24/2020,19:02,21:24,142,5191,BC,MNE,home/away,MNE,BC,Boston College,3,4,0,4,40,4,3,0,3,25,2019-2020 Season,7,65,0.615384615,0.384615385,15,3,4,40,25,BC,0,1,0,1,22,16,0.727272727,84,675,45,637,39,38,3.818181818,30.68181818,28.95454545,5.863636364,0.802325581,-0.075052854,0.777006938
1/25/2020,20:02,22:37,155,4758,BC,MNE,home/away,MNE,BC,Boston College,2,3,0,3,38,3,2,0,2,25,2019-2020 Season,5,63,0.603174603,0.396825397,13,2,3,38,25,BC,0,1,0,1,23,16,0.695652174,86,713,48,662,38,51,3.739130435,31,28.7826087,5.826086957,0.78358209,-0.087929916,0.762474227
1/31/2020,19:00,21:20,140,7336,UMA,BC,home/away,BC,UMA,Massachusetts,0,3,0,3,30,3,0,0,0,27,2019-2020 Season,3,57,0.526315789,0.473684211,3,3,0,27,30,BC,1,0,0,1,24,17,0.708333333,89,740,48,692,41,48,3.708333333,30.83333333,28.83333333,5.708333333,0.799270073,-0.09093674,0.774669927
2/3/2020,20:42,23:46,184,13141,BC,BU,Tournament Game,Tie,Tie,Tournament,4,4,0,4,39,4,4,0,4,31,2019-2020 Season,8,70,0.557142857,0.442857143,8,4,4,39,31,BC,0,0,1,1,25,17,0.68,93,779,52,723,41,56,3.72,31.16,28.92,5.8,0.782758621,-0.102758621,0.761825068
2/7/2020,19:01,21:24,143,4298,BC,UML,home/away,UML,BC,Boston College,2,3,0,3,25,3,2,0,2,25,2019-2020 Season,5,50,0.5,0.5,0,2,3,25,25,BC,0,1,0,1,26,17,0.653846154,95,804,55,748,40,56,3.653846154,30.92307692,28.76923077,5.769230769,0.766666667,-0.112820513,0.748962656
2/10/2020,16:30,18:50,140,17850,BC,HAR,Tournament Game,BC,HAR,Tournament,7,2,0,2,37,2,7,0,7,28,2019-2020 Season,9,65,0.569230769,0.430769231,9,7,2,37,28,BC,1,0,0,1,27,18,0.666666667,102,841,57,776,45,65,3.777777778,31.14814815,28.74074074,5.888888889,0.783018868,-0.116352201,0.762030323
2/14/2020,19:05,21:22,137,2011,MER,BC,home/away,BC,MER,Merrimack,2,3,0,3,31,3,2,0,2,32,2019-2020 Season,5,63,0.492063492,0.507936508,-1,3,2,32,31,BC,1,0,0,1,28,19,0.678571429,105,873,59,807,46,66,3.75,31.17857143,28.82142857,5.857142857,0.780487805,-0.101916376,0.760030332
2/15/2020,16:32,18:47,135,5498,BC,MER,home/away,BC,MER,Boston College,6,2,0,2,21,2,6,1,5,26,2019-2020 Season,7,47,0.446808511,0.553191489,-5,5,2,21,26,BC,1,0,0,1,29,20,0.689655172,110,894,61,833,49,61,3.793103448,30.82758621,28.72413793,5.896551724,0.786549708,-0.096894535,0.76480627
2/20/2020,19:05,21:23,138,3054,NOE,BC,home/away,BC,NOE,Northeastern,2,3,0,3,29,3,2,0,2,34,2019-2020 Season,5,63,0.46031746,0.53968254,-5,3,2,34,29,BC,1,0,0,1,30,21,0.7,113,928,63,862,50,66,3.766666667,30.93333333,28.73333333,5.866666667,0.784090909,-0.084090909,0.762874895
2/21/2020,19:02,21:11,129,5910,BC,NOE,home/away,BC,NOE,Boston College,10,1,0,1,37,1,10,0,10,23,2019-2020 Season,11,60,0.616666667,0.383333333,14,10,1,37,23,BC,1,0,0,1,31,22,0.709677419,123,965,64,885,59,80,3.967741935,31.12903226,28.5483871,6.032258065,0.815508021,-0.105830602,0.786944083
2/27/2020,19:02,21:14,132,3124,BC,MER,home/away,BC,MER,Boston College,6,1,0,1,40,1,6,0,6,20,2019-2020 Season,7,60,0.666666667,0.333333333,20,6,1,40,20,BC,1,0,0,1,32,23,0.71875,129,1005,65,905,64,100,4.03125,31.40625,28.28125,6.0625,0.829896907,-0.111146907,0.797517493
2/29/2020,19:05,21:25,140,5772,BU,BC,home/away,BC,BU,Boston University,1,4,1,3,31,4,1,0,1,29,2019-2020 Season,4,60,0.516666667,0.483333333,2,3,1,29,31,BC,1,0,0,1,33,24,0.727272727,132,1034,66,936,66,98,4,31.33333333,28.36363636,6,0.833333333,-0.106060606,0.8
3/6/2020,19:02,21:13,131,4024,BC,UNH,home/away,BC,UNH,Boston College,2,1,0,1,23,1,2,0,2,24,2019-2020 Season,3,47,0.489361702,0.510638298,-1,2,1,23,24,BC,1,0,0,1,34,25,0.735294118,134,1057,67,960,67,97,3.941176471,31.08823529,28.23529412,5.911764706,0.833333333,-0.098039216,0.8
3/7/2020,19:00,21:30,150,6034,UNH,BC,home/away,Tie,Tie,New Hampshire,3,3,0,3,50,3,3,0,3,27,2019-2020 Season,6,77,0.649350649,0.350649351,23,3,3,27,50,BC,0,0,1,1,35,25,0.714285714,137,1084,70,1010,67,74,3.914285714,30.97142857,28.85714286,5.914285714,0.823671498,-0.109385783,0.792978157
10/4/2014,19:05,21:22,137,2973,RIT,BRK,home/away,RIT,BRK,RIT,5,2,0,2,37,2,5,0,5,35,2014-2015 Season,7,72,0.513888889,0.486111111,2,5,2,37,35,RIT,1,0,0,1,1,1,1,5,37,2,35,3,2,5,37,35,7,0.928571429,0.071428571,0.862068966
10/10/2014,19:05,21:21,136,3103,RIT,STL,home/away,RIT,STL,RIT,5,2,0,2,28,2,5,0,5,23,2014-2015 Season,7,51,0.549019608,0.450980392,5,5,2,28,23,RIT,1,0,0,1,2,2,1,10,65,4,58,6,7,5,32.5,29,7,0.928571429,0.071428571,0.862068966
10/11/2014,19:05,21:17,132,3502,RIT,CLK,home/away,CLK,RIT,RIT,1,3,1,2,21,3,1,0,1,34,2014-2015 Season,3,55,0.381818182,0.618181818,-13,1,2,21,34,RIT,0,1,0,1,3,2,0.666666667,11,86,6,92,5,-6,3.666666667,28.66666667,30.66666667,5.666666667,0.794117647,-0.12745098,0.770700637
10/18/2014,19:05,21:19,134,10556,RIT,BC,home/away,BC,RIT,RIT,2,6,0,6,27,6,2,0,2,34,2014-2015 Season,8,61,0.442622951,0.557377049,-7,2,6,27,34,RIT,0,1,0,1,4,2,0.5,13,113,12,126,1,-13,3.25,28.25,31.5,6.25,0.54,-0.04,0.539936102
10/24/2014,19:05,21:22,137,2319,AFA,RIT,home/away,RIT,AFA,Air Force,1,5,0,5,21,5,1,0,1,31,2014-2015 Season,6,52,0.403846154,0.596153846,-10,5,1,31,21,RIT,1,0,0,1,5,3,0.6,18,144,13,147,5,-3,3.6,28.8,29.4,6.2,0.661290323,-0.061290323,0.657200811
10/25/2014,19:05,21:35,150,1912,AFA,RIT,home/away,AFA,RIT,Air Force,4,3,0,3,26,3,4,0,4,41,2014-2015 Season,7,67,0.388059701,0.611940299,-15,3,4,41,26,RIT,0,1,0,1,6,3,0.5,21,185,17,173,4,12,3.5,30.83333333,28.83333333,6.333333333,0.605263158,-0.105263158,0.604109589
10/31/2014,19:05,21:20,135,725,RMU,RIT,home/away,RMU,RIT,Robert Morris,6,3,0,3,27,3,6,0,6,29,2014-2015 Season,9,56,0.482142857,0.517857143,-2,3,6,29,27,RIT,0,1,0,1,7,3,0.428571429,24,214,23,200,1,14,3.428571429,30.57142857,28.57142857,6.714285714,0.521276596,-0.092705167,0.521266968
11/1/2014,19:05,21:23,138,654,RMU,RIT,home/away,RMU,RIT,Robert Morris,4,2,0,2,42,2,4,0,4,33,2014-2015 Season,6,75,0.56,0.44,9,2,4,33,42,RIT,0,1,0,1,8,3,0.375,26,247,27,242,-1,5,3.25,30.875,30.25,6.625,0.481132075,-0.106132075,0.48113879
11/7/2014,19:05,21:28,143,2807,RIT,HCR,home/away,Tie,Tie,RIT,3,3,0,3,31,3,3,0,3,37,2014-2015 Season,6,68,0.455882353,0.544117647,-6,3,3,31,37,RIT,0,0,1,1,9,3,0.333333333,29,278,30,279,-1,-1,3.222222222,30.88888889,31,6.555555556,0.483050847,-0.149717514,0.483055715
11/8/2014,19:05,21:18,133,2681,RIT,HCR,home/away,HCR,RIT,RIT,1,2,0,2,28,2,1,0,1,21,2014-2015 Season,3,49,0.571428571,0.428571429,7,1,2,28,21,RIT,0,1,0,1,10,3,0.3,30,306,32,300,-2,6,3,30.6,30,6.2,0.467741935,-0.167741935,0.467775468
11/14/2014,19:35,21:58,143,1411,CNS,RIT,home/away,Tie,Tie,Canisius,3,3,0,3,25,3,3,0,3,40,2014-2015 Season,6,65,0.384615385,0.615384615,-15,3,3,40,25,RIT,0,0,1,1,11,3,0.272727273,33,346,35,325,-2,21,3,31.45454545,29.54545455,6.181818182,0.470588235,-0.197860963,0.470613656
11/15/2014,19:35,21:52,137,1203,CNS,RIT,home/away,RIT,CNS,Canisius,0,3,0,3,19,3,0,0,0,29,2014-2015 Season,3,48,0.395833333,0.604166667,-10,3,0,29,19,RIT,1,0,0,1,12,4,0.333333333,36,375,35,344,1,31,3,31.25,28.66666667,5.916666667,0.514084507,-0.180751174,0.514081714
11/21/2014,19:05,21:24,139,2050,RIT,SAC,home/away,RIT,SAC,RIT,5,1,0,1,38,1,5,0,5,26,2014-2015 Season,6,64,0.59375,0.40625,12,5,1,38,26,RIT,1,0,0,1,13,5,0.384615385,41,413,36,370,5,43,3.153846154,31.76923077,28.46153846,5.923076923,0.564935065,-0.18031968,0.564662412
11/22/2014,19:05,21:27,142,2578,RIT,SAC,home/away,SAC,RIT,RIT,1,2,0,2,26,2,1,0,1,24,2014-2015 Season,3,50,0.52,0.48,2,1,2,26,24,RIT,0,1,0,1,14,5,0.357142857,42,439,38,394,4,45,3,31.35714286,28.14285714,5.714285714,0.55,-0.192857143,0.549875312
11/29/2014,19:00,20:52,112,3234,YAL,RIT,home/away,YAL,RIT,Yale,2,0,0,0,31,0,2,0,2,21,2014-2015 Season,2,52,0.596153846,0.403846154,10,0,2,21,31,RIT,0,1,0,1,15,5,0.333333333,42,460,40,425,2,35,2.8,30.66666667,28.33333333,5.466666667,0.524390244,-0.191056911,0.524375743
12/12/2014,19:05,21:25,140,2554,RIT,NIA,home/away,RIT,NIA,RIT,4,1,0,1,48,1,4,0,4,25,2014-2015 Season,5,73,0.657534247,0.342465753,23,4,1,48,25,RIT,1,0,0,1,16,6,0.375,46,508,41,450,5,58,2.875,31.75,28.125,5.4375,0.557471264,-0.182471264,0.557282065
12/13/2014,19:05,21:38,153,1247,NIA,RIT,home/away,Tie,Tie,Niagara,1,1,0,1,31,1,1,0,1,35,2014-2015 Season,2,66,0.46969697,0.53030303,-4,1,1,35,31,RIT,0,0,1,1,17,6,0.352941176,47,543,42,481,5,62,2.764705882,31.94117647,28.29411765,5.235294118,0.556179775,-0.203238599,0.55600302
1/2/2015,16:00,18:10,130,9866,UML,RIT,Tournament Game,UML,RIT,Tournament,7,3,0,3,43,3,7,0,7,31,2014-2015 Season,10,74,0.581081081,0.418918919,12,3,7,31,43,RIT,0,1,0,1,18,6,0.333333333,50,574,49,524,1,50,2.777777778,31.88888889,29.11111111,5.5,0.51010101,-0.176767677,0.51009998
1/3/2015,19:05,21:18,133,9790,MIN,RIT,home/away,MIN,RIT,Minnesota,3,2,0,2,49,2,3,0,3,21,2014-2015 Season,5,70,0.7,0.3,28,2,3,21,49,RIT,0,1,0,1,19,6,0.315789474,52,595,52,573,0,22,2.736842105,31.31578947,30.15789474,5.473684211,0.5,-0.184210526,0.5
1/9/2015,19:05,21:25,140,2182,RIT,AIC,home/away,Tie,Tie,RIT,3,3,0,3,45,3,3,0,3,24,2014-2015 Season,6,69,0.652173913,0.347826087,21,3,3,45,24,RIT,0,0,1,1,20,6,0.3,55,640,55,597,0,43,2.75,32,29.85,5.5,0.5,-0.2,0.5
1/10/2015,19:05,21:10,125,3142,RIT,AIC,home/away,RIT,AIC,RIT,3,2,0,2,40,2,3,0,3,16,2014-2015 Season,5,56,0.714285714,0.285714286,24,3,2,40,16,RIT,1,0,0,1,21,7,0.333333333,58,680,57,613,1,67,2.761904762,32.38095238,29.19047619,5.476190476,0.508695652,-0.175362319,0.508694995
1/16/2015,19:05,21:27,142,293,SAC,RIT,home/away,RIT,SAC,Sacred Heart,1,4,0,4,40,4,1,0,1,28,2014-2015 Season,5,68,0.588235294,0.411764706,12,4,1,28,40,RIT,1,0,0,1,22,8,0.363636364,62,708,58,653,4,55,2.818181818,32.18181818,29.68181818,5.454545455,0.533333333,-0.16969697,0.533296337
1/17/2015,19:05,21:16,131,236,SAC,RIT,home/away,RIT,SAC,Sacred Heart,1,3,0,3,25,3,1,0,1,42,2014-2015 Season,4,67,0.373134328,0.626865672,-17,3,1,42,25,RIT,1,0,0,1,23,9,0.391304348,65,750,59,678,6,72,2.826086957,32.60869565,29.47826087,5.391304348,0.548387097,-0.157082749,0.548274072
1/23/2015,19:05,21:20,135,467,BEN,RIT,home/away,BEN,RIT,Bentley,2,1,0,1,17,1,2,0,2,33,2014-2015 Season,3,50,0.34,0.66,-16,1,2,33,17,RIT,0,1,0,1,24,9,0.375,66,783,61,695,5,88,2.75,32.625,28.95833333,5.291666667,0.539370079,-0.164370079,0.539309149
1/24/2015,19:05,21:25,140,281,BEN,RIT,home/away,RIT,BEN,Bentley,2,5,1,4,32,5,2,0,2,43,2014-2015 Season,6,75,0.426666667,0.573333333,-11,4,2,43,32,RIT,1,0,0,1,25,10,0.4,70,826,63,727,7,99,2.8,33.04,29.08,5.32,0.552631579,-0.152631579,0.552486188
1/30/2015,19:05,21:17,132,3403,RIT,ARM,home/away,ARM,RIT,RIT,2,4,1,3,35,4,2,0,2,26,2014-2015 Season,5,61,0.573770492,0.426229508,9,2,3,35,26,RIT,0,1,0,1,26,10,0.384615385,72,861,66,753,6,108,2.769230769,33.11538462,28.96153846,5.307692308,0.543478261,-0.158862876,0.543396226
1/31/2015,19:05,21:24,139,2650,RIT,ARM,home/away,RIT,ARM,RIT,4,1,0,1,34,1,4,0,4,23,2014-2015 Season,5,57,0.596491228,0.403508772,11,4,1,34,23,RIT,1,0,0,1,27,11,0.407407407,76,895,67,776,9,119,2.814814815,33.14814815,28.74074074,5.296296296,0.562937063,-0.155529656,0.562688748
2/6/2015,19:05,21:20,135,1217,NIA,RIT,home/away,RIT,NIA,Niagara,3,7,0,7,28,7,3,0,3,44,2014-2015 Season,10,72,0.388888889,0.611111111,-16,7,3,44,28,RIT,1,0,0,1,28,12,0.428571429,83,939,70,804,13,135,2.964285714,33.53571429,28.71428571,5.464285714,0.58496732,-0.156395892,0.5843583
2/7/2015,19:05,21:34,149,3205,RIT,NIA,home/away,Tie,Tie,RIT,4,4,0,4,47,4,4,0,4,24,2014-2015 Season,8,71,0.661971831,0.338028169,23,4,4,47,24,RIT,0,0,1,1,29,12,0.413793103,87,986,74,828,13,158,3,34,28.55172414,5.551724138,0.580745342,-0.166952238,0.580222307
2/13/2015,19:05,21:15,130,1129,HCR,RIT,home/away,HCR,RIT,Holy Cross,3,1,0,1,26,1,3,0,3,36,2014-2015 Season,4,62,0.419354839,0.580645161,-10,1,3,36,26,RIT,0,1,0,1,30,12,0.4,88,1022,77,854,11,168,2.933333333,34.06666667,28.46666667,5.5,0.566666667,-0.166666667,0.566371681
2/14/2015,19:05,21:20,135,839,HCR,RIT,home/away,RIT,HCR,Holy Cross,0,2,0,2,16,2,0,0,0,32,2014-2015 Season,2,48,0.333333333,0.666666667,-16,2,0,32,16,RIT,1,0,0,1,31,13,0.419354839,90,1054,77,870,13,184,2.903225806,34,28.06451613,5.387096774,0.577844311,-0.158489473,0.577375437
2/20/2015,19:05,21:24,139,2920,RIT,RMU,home/away,RMU,RIT,RIT,3,4,0,4,33,4,3,0,3,35,2014-2015 Season,7,68,0.485294118,0.514705882,-2,3,4,33,35,RIT,0,1,0,1,32,13,0.40625,93,1087,81,905,12,182,2.90625,33.96875,28.28125,5.4375,0.568965517,-0.162715517,0.568639053
2/21/2015,19:05,21:33,148,3695,RIT,RMU,home/away,RIT,RMU,RIT,4,3,0,3,39,3,4,0,4,29,2014-2015 Season,7,68,0.573529412,0.426470588,10,4,3,39,29,RIT,1,0,0,1,33,14,0.424242424,97,1126,84,934,13,192,2.939393939,34.12121212,28.3030303,5.484848485,0.571823204,-0.14758078,0.571454601
2/27/2015,19:05,21:24,139,2408,RIT,MRC,home/away,RIT,MRC,RIT,8,0,0,0,44,0,8,0,8,25,2014-2015 Season,8,69,0.637681159,0.362318841,19,8,0,44,25,RIT,1,0,0,1,34,15,0.441176471,105,1170,84,959,21,211,3.088235294,34.41176471,28.20588235,5.558823529,0.611111111,-0.169934641,0.609756098
2/28/2015,19:05,21:38,153,3019,RIT,MRC,home/away,RIT,MRC,RIT,2,1,0,1,42,1,2,1,1,23,2014-2015 Season,2,65,0.646153846,0.353846154,19,1,1,42,23,RIT,1,0,0,1,35,16,0.457142857,106,1212,85,982,21,230,3.028571429,34.62857143,28.05714286,5.457142857,0.609947644,-0.152804787,0.608634419
3/13/2015,19:05,21:23,138,3314,RIT,AFA,home/away,RIT,AFA,RIT,2,1,0,1,24,1,2,0,2,26,2014-2015 Season,3,50,0.48,0.52,-2,2,1,24,26,RIT,1,0,0,1,36,17,0.472222222,108,1236,86,1008,22,228,3,34.33333333,28,5.388888889,0.613402062,-0.14117984,0.611962225
3/14/2015,19:05,21:37,152,3057,RIT,AFA,home/away,RIT,AFA,RIT,7,3,0,3,43,3,7,2,5,27,2014-2015 Season,8,70,0.614285714,0.385714286,16,5,3,43,27,RIT,1,0,0,1,37,18,0.486486486,113,1279,89,1035,24,244,3.054054054,34.56756757,27.97297297,5.459459459,0.618811881,-0.132325395,0.617158047
3/20/2015,21:01,23:19,138,3525,CNS,RIT,Tournament Game,RIT,CNS,Tournament,1,2,0,2,28,2,1,0,1,27,2014-2015 Season,3,55,0.509090909,0.490909091,1,2,1,27,28,RIT,1,0,0,1,38,19,0.5,115,1306,90,1063,25,243,3.026315789,34.36842105,27.97368421,5.394736842,0.62195122,-0.12195122,0.620164127
3/21/2015,19:05,21:22,137,3554,RIT,MRC,Tournament Game,RIT,MRC,Tournament,5,1,0,1,36,1,5,1,4,28,2014-2015 Season,5,64,0.5625,0.4375,8,4,1,36,28,RIT,1,0,0,1,39,20,0.512820513,119,1342,91,1091,28,251,3.051282051,34.41025641,27.97435897,5.384615385,0.633333333,-0.120512821,0.631004367
3/28/2015,16:04,18:50,166,4114,MNS,RIT,Tournament Game,RIT,MNS,Tournament,1,2,0,2,34,2,1,0,1,19,2014-2015 Season,3,53,0.641509434,0.358490566,15,2,1,19,34,RIT,1,0,0,1,40,21,0.525,121,1361,92,1125,29,236,3.025,34.025,28.125,5.325,0.636150235,-0.111150235,0.633672365
3/29/2015,19:34,22:20,166,3719,UNO,RIT,Tournament Game,UNO,RIT,Tournament,4,0,0,0,28,0,4,1,3,40,2014-2015 Season,3,68,0.411764706,0.588235294,-12,0,3,40,28,RIT,0,1,0,1,41,21,0.512195122,121,1401,95,1153,26,248,2.951219512,34.17073171,28.12195122,5.268292683,0.62037037,-0.108175248,0.61865123
10/3/2015,19:05,21:19,134,2630,RIT,OIT,home/away,RIT,OIT,RIT,9,1,0,1,46,1,9,0,9,25,2015-2016 Season,10,71,0.647887324,0.352112676,21,9,1,46,25,RIT,1,0,0,1,1,1,1,9,46,1,25,8,21,9,46,25,10,1.3,-0.3,0.987804878
10/9/2015,19:00,21:10,130,2488,CLK,RIT,home/away,CLK,RIT,Clarkson,6,0,0,0,36,0,6,0,6,21,2015-2016 Season,6,57,0.631578947,0.368421053,15,0,6,21,36,RIT,0,1,0,1,2,1,0.5,9,67,7,61,2,6,4.5,33.5,30.5,8,0.625,-0.125,0.623076923
10/10/2015,19:00,21:03,123,1992,STL,RIT,home/away,STL,RIT,St. Lawrence,5,1,0,1,39,1,5,0,5,20,2015-2016 Season,6,59,0.661016949,0.338983051,19,1,5,20,39,RIT,0,1,0,1,3,1,0.333333333,10,87,12,100,-2,-13,3.333333333,29,33.33333333,7.333333333,0.409090909,-0.075757576,0.409836066
10/17/2015,19:05,21:22,137,10556,RIT,BGS,home/away,Tie,Tie,RIT,2,2,0,2,35,2,2,0,2,29,2015-2016 Season,4,64,0.546875,0.453125,6,2,2,35,29,RIT,0,0,1,1,4,1,0.25,12,122,14,129,-2,-7,3,30.5,32.25,6.5,0.423076923,-0.173076923,0.423529412
10/23/2015,19:00,21:15,135,1724,CLG,RIT,home/away,CLG,RIT,Colgate,5,2,0,2,28,2,5,2,3,23,2015-2016 Season,5,51,0.549019608,0.450980392,5,2,3,23,28,RIT,0,1,0,1,5,1,0.2,14,145,17,157,-3,-12,2.8,29,31.4,6.2,0.403225806,-0.203225806,0.404123711
10/24/2015,19:05,21:27,142,4300,RIT,CLG,home/away,CLG,RIT,RIT,3,4,0,4,46,4,3,0,3,27,2015-2016 Season,7,73,0.630136986,0.369863014,19,3,4,46,27,RIT,0,1,0,1,6,1,0.166666667,17,191,21,184,-4,7,2.833333333,31.83333333,30.66666667,6.333333333,0.394736842,-0.228070175,0.395890411
10/30/2015,19:05,21:12,127,187,AIC,RIT,home/away,RIT,AIC,American International,2,4,0,4,17,4,2,0,2,38,2015-2016 Season,6,55,0.309090909,0.690909091,-21,4,2,38,17,RIT,1,0,0,1,7,2,0.285714286,21,229,23,201,-2,28,3,32.71428571,28.71428571,6.285714286,0.454545455,-0.168831169,0.454639175
10/31/2015,19:05,21:07,122,167,AIC,RIT,home/away,RIT,AIC,American International,2,6,0,6,19,6,2,0,2,27,2015-2016 Season,8,46,0.413043478,0.586956522,-8,6,2,27,19,RIT,1,0,0,1,8,3,0.375,27,256,25,220,2,36,3.375,32,27.5,6.5,0.538461538,-0.163461538,0.538404727
11/6/2015,19:05,21:19,134,1398,ARM,RIT,home/away,RIT,ARM,Army West Point,0,4,0,4,25,4,0,0,0,31,2015-2016 Season,4,56,0.446428571,0.553571429,-6,4,0,31,25,RIT,1,0,0,1,9,4,0.444444444,31,287,25,245,6,42,3.444444444,31.88888889,27.22222222,6.222222222,0.607142857,-0.162698413,0.60592686
