,Date,Day,startTime,endTime,totalTime,attendance,homeTeam,awayTeam,gameType,homeScore,awayScore,winner,loser,gameLoc_type,location,Team,Arena,Capacity,Sheet Size,Unnamed: 4,0,Attendance%
5581,February 2 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:37:00,150,2765,Northern Michigan,Bowling Green,WCHA Conference Game,3,2,Home Team,Away Team,home/away game,Northern Michigan,Northern Michigan,Berry Events Center,3800.0,200x100,Map,100,0.7276315789473684
5582,February 2 2019,Saturday,1900-01-01 19:35:00,1900-01-01 22:01:00,146,1408,Canisius,Mercyhurst,Atlantic Hockey Conference Game,1,1,Tie,Tie,home/away game,Canisius,Canisius,Harborcenter,1800.0,200x85,Map,85,0.7822222222222223
5583,February 2 2019,Saturday,1900-01-01 20:00:00,1900-01-01 22:20:00,140,7994,Ohio State,Notre Dame,Big Ten Conference Game,2,0,Home Team,Away Team,home/away game,Ohio State,Ohio State,Value City Arena,17500.0,200x85,Map,85,0.4568
5584,February 2 2019,Saturday,1900-01-01 19:06:00,1900-01-01 21:28:00,142,9149,Minnesota,Michigan,Big Ten Conference Game,4,3,Home Team,Away Team,home/away game,Minnesota,Minnesota,3M Arena at Mariucci,10000.0,200x100,Map,100,0.9149
5585,February 2 2019,Saturday,1900-01-01 18:07:00,1900-01-01 20:23:00,136,4391,Colorado College,Minnesota Duluth,National Collegiate Hockey Conference Conference Game,0,6,Away Team,Home Team,home/away game,Colorado College,Colorado College,Colorado Springs World Arena,7343.0,200x100,Map,100,0.5979844750102138
5586,February 2 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:40:00,153,6584,Omaha,Western Michigan,National Collegiate Hockey Conference Conference Game,6,3,Home Team,Away Team,home/away game,Omaha,Omaha,Baxter Arena,7898.0,200x85,Map,85,0.8336287667763991
5587,February 2 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:24:00,137,4564,Minnesota State,Alabama Huntsville,WCHA Conference Game,4,0,Home Team,Away Team,home/away game,Minnesota State,Minnesota State,Verizon Wireless Center,5280.0,200x90,Map,90,0.8643939393939394
5588,February 2 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:52:00,165,6254,Denver,North Dakota,National Collegiate Hockey Conference Conference Game,1,1,Tie,Tie,home/away game,Denver,Denver,Magness Arena,6026.0,200x85,Map,85,1.037836043810156
5589,February 4 2019,Monday,1900-01-01 17:06:00,1900-01-01 19:29:00,143,12413,Boston College,Harvard,Non-Conference Game,2,1,Home Team,Away Team,Tournament Game,Beanpot,,,,,,,
5590,February 4 2019,Monday,1900-01-01 20:17:00,1900-01-01 23:05:00,168,12413,Boston University,Northeastern,Non-Conference Game,1,2,Away Team,Home Team,Tournament Game,Beanpot,,,,,,,
5591,February 7 2019,Thursday,1900-01-01 19:05:00,1900-01-01 21:26:00,141,3059,UConn,Northeastern,Hockey East Conference Game,3,2,Home Team,Away Team,home/away game,UConn,UConn,XL Center,9000.0,200x85,Map,85,0.3398888888888889
5592,February 8 2019,Friday,1900-01-01 18:01:00,1900-01-01 20:20:00,139,6131,Penn State,Minnesota,Big Ten Conference Game,7,2,Home Team,Away Team,home/away game,Penn State,Penn State,Pegula Ice Arena,5704.0,200x85,Map,85,1.0748597475455821
5593,February 8 2019,Friday,1900-01-01 18:38:00,1900-01-01 21:05:00,147,2641,Miami,Omaha,National Collegiate Hockey Conference Conference Game,0,3,Away Team,Home Team,home/away game,Miami,Miami,Goggin Ice Center (Steve Cady Rink),3642.0,200x85,Map,85,0.7251510159253157
5594,February 8 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:19:00,139,1102,Colgate,St. Lawrence,ECAC Hockey Conference Game,3,2,Home Team,Away Team,home/away game,Colgate,Colgate,Class of 1965 Arena,2100.0,200x85,Map,85,0.5247619047619048
5595,February 8 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:25:00,140,4020,Cornell,Clarkson,ECAC Hockey Conference Game,5,0,Home Team,Away Team,home/away game,Cornell,Cornell,Lynah Rink,4300.0,200x85,Map,85,0.9348837209302325
5596,February 8 2019,Friday,1900-01-01 19:02:00,1900-01-01 21:31:00,149,1772,Dartmouth,Rensselaer,ECAC Hockey Conference Game,3,3,Tie,Tie,home/away game,Dartmouth,Dartmouth,Thompson Arena,4500.0,200x90,Map,90,0.3937777777777778
5597,February 8 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:14:00,134,2276,Harvard,Union,ECAC Hockey Conference Game,5,3,Home Team,Away Team,home/away game,Harvard,Harvard,Bright Hockey Center,2776.0,204x87,Map,87,0.8198847262247838
5598,February 8 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:33:00,153,1683,Princeton,Brown,ECAC Hockey Conference Game,2,4,Away Team,Home Team,home/away game,Princeton,Princeton,Hobey Baker Rink,2100.0,200x85,Map,85,0.8014285714285714
5599,February 8 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:23:00,138,3625,Quinnipiac,Yale,ECAC Hockey Conference Game,4,0,Home Team,Away Team,home/away game,Quinnipiac,Quinnipiac,People's United Center,3286.0,200x85,Map,85,1.103164942178941
5600,February 8 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:35:00,155,3737,Maine,Providence,Hockey East Conference Game,0,1,Away Team,Home Team,home/away game,Maine,Maine,Alfond Arena,5641.0,200x85,Map,85,0.6624711930508775
5601,February 8 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:30:00,150,8389,Massachusetts,Boston University,Hockey East Conference Game,4,2,Home Team,Away Team,home/away game,Massachusetts,Massachusetts,William D. Mullins Center,8373.0,200x95,Map,95,1.0019109040965006
5602,February 8 2019,Friday,1900-01-01 19:08:00,1900-01-01 21:28:00,140,5424,UMass Lowell,Boston College,Hockey East Conference Game,3,0,Home Team,Away Team,home/away game,UMass Lowell,UMass Lowell,Tsongas Center,6496.0,200x85,Map,85,0.8349753694581281
5603,February 8 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:00:00,115,1813,Army West Point,American International,Atlantic Hockey Conference Game,0,3,Away Team,Home Team,home/away game,Army West Point,Army West Point,Tate Rink,2648.0,200x90,Map,90,0.6846676737160121
5604,February 8 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,990,Bentley,Canisius,Atlantic Hockey Conference Game,3,2,Home Team,Away Team,home/away game,Bentley,Bentley,Bentley Arena,2117.0,200x85,Map,85,0.46764289088332545
5605,February 8 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:10:00,125,650,Holy Cross,RIT,Atlantic Hockey Conference Game,3,4,Away Team,Home Team,home/away game,Holy Cross,Holy Cross,Hart Recreation Center,1400.0,200x85,Map,85,0.4642857142857143
5606,February 8 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:27:00,142,649,Niagara,Sacred Heart,Atlantic Hockey Conference Game,2,4,Away Team,Home Team,home/away game,Niagara,Niagara,Dwyer Arena,2100.0,200x85,Map,85,0.30904761904761907
5607,February 8 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,3429,Vermont,New Hampshire,Hockey East Conference Game,0,1,Away Team,Home Team,home/away game,Vermont,Vermont,Gutterson Fieldhouse,4003.0,200x90,Map,90,0.8566075443417437
5608,February 8 2019,Friday,1900-01-01 19:07:00,1900-01-01 22:07:00,180,1101,Ferris State,Bemidji State,WCHA Conference Game,3,3,Tie,Tie,home/away game,Ferris State,Ferris State,Ewigleben Ice Arena,2457.0,200x85,Map,85,0.4481074481074481
5609,February 8 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:47:00,160,3370,Michigan Tech,Minnesota State,WCHA Conference Game,1,1,Tie,Tie,home/away game,Michigan Tech,Michigan Tech,MacInnes Student Ice Arena,4200.0,200x85,Map,85,0.8023809523809524
5610,February 8 2019,Friday,1900-01-01 18:07:00,1900-01-01 20:28:00,141,1357,Alabama Huntsville,Northern Michigan,WCHA Conference Game,2,2,Tie,Tie,home/away game,Alabama Huntsville,Alabama Huntsville,Von Braun Center,6600.0,200x85,Map,85,0.2056060606060606
5611,February 8 2019,Friday,1900-01-01 19:33:00,1900-01-01 22:03:00,150,5800,Michigan,Michigan State,Big Ten Conference Game,5,3,Home Team,Away Team,home/away game,Michigan,Michigan,Yost Ice Arena,5800.0,200x85,Map,85,1.0
5612,February 8 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:35:00,148,9555,Wisconsin,Ohio State,Big Ten Conference Game,1,2,Away Team,Home Team,home/away game,Wisconsin,Wisconsin,Kohl Center,15237.0,200x97,Map,97,0.6270919472337074
5613,February 8 2019,Friday,1900-01-01 20:08:00,1900-01-01 22:47:00,159,3930,St. Cloud State,Colorado College,National Collegiate Hockey Conference Conference Game,2,2,Tie,Tie,home/away game,St. Cloud State,St. Cloud State,Herb Brooks National Hockey Center,5159.0,200x100,Map,100,0.7617755378949409
5614,February 8 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:27:00,140,2220,Alaska,Alaska Anchorage,WCHA Conference Game,1,4,Away Team,Home Team,home/away game,Alaska,Alaska,Carlson Center,4595.0,200x100,Map,100,0.48313384113166485
5615,February 9 2019,Saturday,1900-01-01 16:05:00,1900-01-01 18:15:00,130,1140,Bentley,Canisius,Atlantic Hockey Conference Game,6,4,Home Team,Away Team,home/away game,Bentley,Bentley,Bentley Arena,2117.0,200x85,Map,85,0.538497874350496
5616,February 9 2019,Saturday,1900-01-01 16:07:00,1900-01-01 18:32:00,145,869,Niagara,Sacred Heart,Atlantic Hockey Conference Game,3,6,Away Team,Home Team,home/away game,Niagara,Niagara,Dwyer Arena,2100.0,200x85,Map,85,0.4138095238095238
5617,February 9 2019,Saturday,1900-01-01 15:44:00,1900-01-01 18:12:00,148,1432,Alabama Huntsville,Northern Michigan,WCHA Conference Game,3,6,Away Team,Home Team,home/away game,Alabama Huntsville,Alabama Huntsville,Von Braun Center,6600.0,200x85,Map,85,0.21696969696969698
5618,February 9 2019,Saturday,1900-01-01 17:05:00,1900-01-01 19:21:00,136,8211,UConn,Merrimack,Hockey East Conference Game,5,0,Home Team,Away Team,home/away game,UConn,UConn,XL Center,9000.0,200x85,Map,85,0.9123333333333333
5619,February 9 2019,Saturday,1900-01-01 17:07:00,1900-01-01 19:37:00,150,3533,Michigan Tech,Minnesota State,WCHA Conference Game,2,3,Away Team,Home Team,home/away game,Michigan Tech,Michigan Tech,MacInnes Student Ice Arena,4200.0,200x85,Map,85,0.8411904761904762
5620,February 9 2019,Saturday,1900-01-01 18:01:00,1900-01-01 20:23:00,142,6229,Penn State,Minnesota,Big Ten Conference Game,6,2,Home Team,Away Team,home/away game,Penn State,Penn State,Pegula Ice Arena,5704.0,200x85,Map,85,1.092040673211781
5621,February 9 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:38:00,151,15185,Michigan State,Michigan,Big Ten Conference Game,2,5,Away Team,Home Team,Tournament Game,At Detroit,,,,,,,
5622,February 9 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:15:00,135,1247,Colgate,Clarkson,ECAC Hockey Conference Game,1,2,Away Team,Home Team,home/away game,Colgate,Colgate,Class of 1965 Arena,2100.0,200x85,Map,85,0.5938095238095238
5623,February 9 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:17:00,132,4108,Cornell,St. Lawrence,ECAC Hockey Conference Game,3,1,Home Team,Away Team,home/away game,Cornell,Cornell,Lynah Rink,4300.0,200x85,Map,85,0.9553488372093023
5624,February 9 2019,Saturday,1900-01-01 19:02:00,1900-01-01 21:24:00,142,2531,Dartmouth,Union,ECAC Hockey Conference Game,1,3,Away Team,Home Team,home/away game,Dartmouth,Dartmouth,Thompson Arena,4500.0,200x90,Map,90,0.5624444444444444
5625,February 9 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:25:00,145,2300,Princeton,Yale,ECAC Hockey Conference Game,4,1,Home Team,Away Team,home/away game,Princeton,Princeton,Hobey Baker Rink,2100.0,200x85,Map,85,1.0952380952380953
5626,February 9 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:27:00,142,3131,Quinnipiac,Brown,ECAC Hockey Conference Game,1,4,Away Team,Home Team,home/away game,Quinnipiac,Quinnipiac,People's United Center,3286.0,200x85,Map,85,0.9528301886792453
5627,February 9 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:25:00,140,4022,Maine,Providence,Hockey East Conference Game,3,1,Home Team,Away Team,home/away game,Maine,Maine,Alfond Arena,5641.0,200x85,Map,85,0.7129941499734089
5628,February 9 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,6598,UMass Lowell,Massachusetts,Hockey East Conference Game,2,0,Home Team,Away Team,home/away game,UMass Lowell,UMass Lowell,Tsongas Center,6496.0,200x85,Map,85,1.0157019704433496
5629,February 9 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:18:00,133,2482,Army West Point,American International,Atlantic Hockey Conference Game,2,5,Away Team,Home Team,home/away game,Army West Point,Army West Point,Tate Rink,2648.0,200x90,Map,90,0.9373111782477341
5630,February 9 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:04:00,119,657,Holy Cross,RIT,Atlantic Hockey Conference Game,4,3,Home Team,Away Team,home/away game,Holy Cross,Holy Cross,Hart Recreation Center,1400.0,200x85,Map,85,0.4692857142857143
5631,February 9 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:10:00,125,4007,Vermont,New Hampshire,Hockey East Conference Game,4,1,Home Team,Away Team,home/away game,Vermont,Vermont,Gutterson Fieldhouse,4003.0,200x90,Map,90,1.0009992505620784
5632,February 9 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,2707,Miami,Omaha,National Collegiate Hockey Conference Conference Game,4,2,Home Team,Away Team,home/away game,Miami,Miami,Goggin Ice Center (Steve Cady Rink),3642.0,200x85,Map,85,0.743272926963207
5633,February 9 2019,Saturday,1900-01-01 18:07:00,1900-01-01 20:39:00,152,4695,St. Cloud State,Colorado College,National Collegiate Hockey Conference Conference Game,5,4,Home Team,Away Team,home/away game,St. Cloud State,St. Cloud State,Herb Brooks National Hockey Center,5159.0,200x100,Map,100,0.9100600891645668
5634,February 9 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:24:00,137,1461,Ferris State,Bemidji State,WCHA Conference Game,1,6,Away Team,Home Team,home/away game,Ferris State,Ferris State,Ewigleben Ice Arena,2457.0,200x85,Map,85,0.5946275946275946
5635,February 9 2019,Saturday,1900-01-01 19:17:00,1900-01-01 21:45:00,148,15359,Wisconsin,Ohio State,Big Ten Conference Game,1,4,Away Team,Home Team,home/away game,Wisconsin,Wisconsin,Kohl Center,15237.0,200x97,Map,97,1.008006825490582
5636,February 9 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:17:00,130,2468,Alaska,Alaska Anchorage,WCHA Conference Game,2,1,Home Team,Away Team,home/away game,Alaska,Alaska,Carlson Center,4595.0,200x100,Map,100,0.5371055495103373
5637,February 11 2019,Monday,1900-01-01 16:30:00,1900-01-01 18:41:00,131,15015,Boston University,Harvard,Non-Conference Game,2,5,Away Team,Home Team,Tournament Game,Beanpot Third Place,,,,,,,
5638,February 11 2019,Monday,1900-01-01 19:40:00,1900-01-01 22:21:00,161,15015,Northeastern,Boston College,Non-Conference Game,4,2,Home Team,Away Team,Tournament Game,Beanpot Championship,,,,,,,
5639,February 12 2019,Tuesday,1900-01-01 19:35:00,1900-01-01 22:01:00,146,3913,Notre Dame,Michigan,Big Ten Conference Game,5,2,Home Team,Away Team,home/away game,Notre Dame,Notre Dame,Compton Family Ice Arena,5022.0,200x95,Map,95,0.7791716447630426
5640,February 14 2019,Thursday,1900-01-01 19:05:00,1900-01-01 21:17:00,132,541,Niagara,Bentley,Atlantic Hockey Conference Game,1,3,Away Team,Home Team,home/away game,Niagara,Niagara,Dwyer Arena,2100.0,200x85,Map,85,0.25761904761904764
5641,February 15 2019,Friday,1900-01-01 11:05:00,1900-01-01 13:09:00,124,179,Sacred Heart,RIT,Atlantic Hockey Conference Game,0,2,Away Team,Home Team,home/away game,Sacred Heart,Sacred Heart,Webster Bank Arena,8525.0,200x85,Map,85,0.02099706744868035
5642,February 15 2019,Friday,1900-01-01 18:01:00,1900-01-01 20:19:00,138,5400,Ohio State,Minnesota,Big Ten Conference Game,3,4,Away Team,Home Team,home/away game,Ohio State,Ohio State,Value City Arena,17500.0,200x85,Map,85,0.30857142857142855
5643,February 15 2019,Friday,1900-01-01 18:38:00,1900-01-01 20:50:00,132,3221,Western Michigan,North Dakota,National Collegiate Hockey Conference Conference Game,1,5,Away Team,Home Team,home/away game,Western Michigan,Western Michigan,Lawson Ice Arena,3667.0,200x85,Map,85,0.8783746932097082
5644,February 15 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:25:00,140,5185,Michigan State,Penn State,Big Ten Conference Game,5,3,Home Team,Away Team,home/away game,Michigan State,Michigan State,Munn Ice Arena,6470.0,200x85,Map,85,0.8013910355486863
5645,February 15 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:33:00,153,1512,Brown,Cornell,ECAC Hockey Conference Game,3,3,Tie,Tie,home/away game,Brown,Brown,Meehan Auditorium,2495.0,200x85,Map,85,0.6060120240480962
5646,February 15 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:15:00,135,2813,Clarkson,Dartmouth,ECAC Hockey Conference Game,0,1,Away Team,Home Team,home/away game,Clarkson,Clarkson,Cheel Arena,3000.0,200x85,Map,85,0.9376666666666666
5647,February 15 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:20:00,140,2417,Rensselaer,Princeton,ECAC Hockey Conference Game,6,2,Home Team,Away Team,home/away game,Rensselaer,Rensselaer,Houston Field House,4780.0,200x85,Map,85,0.5056485355648536
5648,February 15 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:02:00,122,841,St. Lawrence,Harvard,ECAC Hockey Conference Game,2,3,Away Team,Home Team,home/away game,St. Lawrence,St. Lawrence,Appleton Arena,3000.0,200x85,Map,85,0.2803333333333333
5649,February 15 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:37:00,157,1753,Union,Quinnipiac,ECAC Hockey Conference Game,1,1,Tie,Tie,home/away game,Union,Union,Achilles Center,2504.0,200x85,Map,85,0.7000798722044729
5650,February 15 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:12:00,132,3178,Yale,Colgate,ECAC Hockey Conference Game,3,0,Home Team,Away Team,home/away game,Yale,Yale,Ingalls Rink,3500.0,200x85,Map,85,0.908
5651,February 15 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:29:00,144,2238,Merrimack,Maine,Hockey East Conference Game,3,3,Tie,Tie,home/away game,Merrimack,Merrimack,J. Thom Lawler Rink,2549.0,200x85,Map,85,0.8779913691643781
5652,February 15 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:17:00,132,2019,Northeastern,Vermont,Hockey East Conference Game,4,1,Home Team,Away Team,home/away game,Northeastern,Northeastern,Matthews Arena,4666.0,200x90,Map,90,0.4327046720960137
5653,February 15 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:29:00,149,7835,Massachusetts,Boston College,Hockey East Conference Game,4,3,Home Team,Away Team,home/away game,Massachusetts,Massachusetts,William D. Mullins Center,8373.0,200x95,Map,95,0.9357458497551654
5654,February 15 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:35:00,150,1503,Army West Point,Mercyhurst,Atlantic Hockey Conference Game,1,1,Tie,Tie,home/away game,Army West Point,Army West Point,Tate Rink,2648.0,200x90,Map,90,0.5675981873111783
5655,February 15 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:17:00,132,497,Holy Cross,Robert Morris,Atlantic Hockey Conference Game,3,5,Away Team,Home Team,home/away game,Holy Cross,Holy Cross,Hart Recreation Center,1400.0,200x85,Map,85,0.355
5656,February 15 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:24:00,139,662,Niagara,Bentley,Atlantic Hockey Conference Game,4,3,Home Team,Away Team,home/away game,Niagara,Niagara,Dwyer Arena,2100.0,200x85,Map,85,0.31523809523809526
5657,February 15 2019,Friday,1900-01-01 19:10:00,1900-01-01 21:33:00,143,4611,Notre Dame,Wisconsin,Big Ten Conference Game,1,2,Away Team,Home Team,home/away game,Notre Dame,Notre Dame,Compton Family Ice Arena,5022.0,200x95,Map,95,0.9181600955794504
5658,February 15 2019,Friday,1900-01-01 19:09:00,1900-01-01 21:32:00,143,4733,UConn,Boston University,Hockey East Conference Game,3,2,Home Team,Away Team,home/away game,UConn,UConn,XL Center,9000.0,200x85,Map,85,0.5258888888888889
5659,February 15 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:30:00,143,1716,Lake Superior State,Michigan Tech,WCHA Conference Game,3,1,Home Team,Away Team,home/away game,Lake Superior State,Lake Superior State,Taffy Abel Arena,3373.0,200x85,Map,85,0.5087459235102283
5660,February 15 2019,Friday,1900-01-01 19:15:00,1900-01-01 21:25:00,130,4683,UMass Lowell,Providence,Hockey East Conference Game,1,6,Away Team,Home Team,home/away game,UMass Lowell,UMass Lowell,Tsongas Center,6496.0,200x85,Map,85,0.7209051724137931
5661,February 15 2019,Friday,1900-01-01 19:37:00,1900-01-01 21:50:00,133,2744,Bowling Green,Alaska,WCHA Conference Game,8,0,Home Team,Away Team,home/away game,Bowling Green,Bowling Green,Slater Family Ice Arena,5000.0,200x85,Map,85,0.5488
5662,February 15 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:47:00,160,2295,Bemidji State,Northern Michigan,WCHA Conference Game,2,2,Tie,Tie,home/away game,Bemidji State,Bemidji State,Sanford Center,4373.0,200x85,Map,85,0.5248113423279214
5663,February 15 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,2142,Air Force,Canisius,Atlantic Hockey Conference Game,3,0,Home Team,Away Team,home/away game,Air Force,Air Force,Cadet Ice Arena,2470.0,200x85,Map,85,0.8672064777327935
5664,February 15 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:31:00,146,924,Arizona State,American International,Non-Conference Game,4,1,Home Team,Away Team,home/away game,Arizona State,Arizona State,Oceanside Ice Arena,500.0,200x85,Map,85,1.848
5665,February 15 2019,Friday,1900-01-01 20:07:00,1900-01-01 22:27:00,140,5720,Minnesota Duluth,Denver,National Collegiate Hockey Conference Conference Game,5,2,Home Team,Away Team,home/away game,Minnesota Duluth,Minnesota Duluth,AMSOIL Arena,6800.0,200x85,Map,85,0.8411764705882353
5666,February 15 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:20:00,133,1585,Alaska Anchorage,Ferris State,WCHA Conference Game,1,2,Away Team,Home Team,home/away game,Alaska Anchorage,Alaska Anchorage,Wells Fargo Sports Complex,,200x85,Map,85,
5667,February 16 2019,Saturday,1900-01-01 14:05:00,1900-01-01 16:20:00,135,511,Sacred Heart,RIT,Atlantic Hockey Conference Game,4,3,Home Team,Away Team,home/away game,Sacred Heart,Sacred Heart,Webster Bank Arena,8525.0,200x85,Map,85,0.05994134897360704
5668,February 16 2019,Saturday,1900-01-01 17:05:00,1900-01-01 19:25:00,140,705,Holy Cross,Robert Morris,Atlantic Hockey Conference Game,2,0,Home Team,Away Team,home/away game,Holy Cross,Holy Cross,Hart Recreation Center,1400.0,200x85,Map,85,0.5035714285714286
5669,February 16 2019,Saturday,1900-01-01 18:01:00,1900-01-01 20:20:00,139,10099,Ohio State,Minnesota,Big Ten Conference Game,3,4,Away Team,Home Team,home/away game,Ohio State,Ohio State,Value City Arena,17500.0,200x85,Map,85,0.5770857142857143
5670,February 16 2019,Saturday,1900-01-01 18:10:00,1900-01-01 20:35:00,145,5331,Notre Dame,Wisconsin,Big Ten Conference Game,5,2,Home Team,Away Team,home/away game,Notre Dame,Notre Dame,Compton Family Ice Arena,5022.0,200x95,Map,95,1.0615292712066906
5671,February 16 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:18:00,133,5941,Michigan State,Penn State,Big Ten Conference Game,3,5,Away Team,Home Team,home/away game,Michigan State,Michigan State,Munn Ice Arena,6470.0,200x85,Map,85,0.9182380216383308
5672,February 16 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:26:00,146,1053,Brown,Colgate,ECAC Hockey Conference Game,3,3,Tie,Tie,home/away game,Brown,Brown,Meehan Auditorium,2495.0,200x85,Map,85,0.4220440881763527
5673,February 16 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:25:00,145,2687,Clarkson,Harvard,ECAC Hockey Conference Game,5,3,Home Team,Away Team,home/away game,Clarkson,Clarkson,Cheel Arena,3000.0,200x85,Map,85,0.8956666666666667
5674,February 16 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:20:00,140,2454,Rensselaer,Quinnipiac,ECAC Hockey Conference Game,1,2,Away Team,Home Team,home/away game,Rensselaer,Rensselaer,Houston Field House,4780.0,200x85,Map,85,0.5133891213389121
5675,February 16 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:21:00,141,940,St. Lawrence,Dartmouth,ECAC Hockey Conference Game,2,2,Tie,Tie,home/away game,St. Lawrence,St. Lawrence,Appleton Arena,3000.0,200x85,Map,85,0.31333333333333335
5676,February 16 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:30:00,150,2008,Union,Princeton,ECAC Hockey Conference Game,3,2,Home Team,Away Team,home/away game,Union,Union,Achilles Center,2504.0,200x85,Map,85,0.8019169329073482
5677,February 16 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:21:00,141,3500,Yale,Cornell,ECAC Hockey Conference Game,5,2,Home Team,Away Team,home/away game,Yale,Yale,Ingalls Rink,3500.0,200x85,Map,85,1.0
5678,February 16 2019,Saturday,1900-01-01 19:35:00,1900-01-01 22:10:00,155,3693,Boston University,UConn,Hockey East Conference Game,2,0,Home Team,Away Team,home/away game,Boston University,Boston University,Agganis Arena,6300.0,200x90,Map,90,0.5861904761904762
5679,February 16 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:40:00,155,2345,Merrimack,Maine,Hockey East Conference Game,2,4,Away Team,Home Team,home/away game,Merrimack,Merrimack,J. Thom Lawler Rink,2549.0,200x85,Map,85,0.9199686151431934
5680,February 16 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:17:00,132,2024,Northeastern,Vermont,Hockey East Conference Game,2,1,Home Team,Away Team,home/away game,Northeastern,Northeastern,Matthews Arena,4666.0,200x90,Map,90,0.4337762537505358
5681,February 16 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:26:00,141,2587,Providence,UMass Lowell,Hockey East Conference Game,1,0,Home Team,Away Team,home/away game,Providence,Providence,Schneider Arena,3030.0,200x85,Map,85,0.8537953795379538
5682,February 16 2019,Saturday,1900-01-01 17:05:00,1900-01-01 19:25:00,140,2053,Air Force,Canisius,Atlantic Hockey Conference Game,0,3,Away Team,Home Team,home/away game,Air Force,Air Force,Cadet Ice Arena,2470.0,200x85,Map,85,0.831174089068826
5683,February 16 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:38:00,153,1952,Army West Point,Mercyhurst,Atlantic Hockey Conference Game,4,3,Home Team,Away Team,home/away game,Army West Point,Army West Point,Tate Rink,2648.0,200x90,Map,90,0.7371601208459214
5684,February 16 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:30:00,145,3679,Western Michigan,North Dakota,National Collegiate Hockey Conference Conference Game,4,2,Home Team,Away Team,home/away game,Western Michigan,Western Michigan,Lawson Ice Arena,3667.0,200x85,Map,85,1.003272429779111
5685,February 16 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:48:00,161,4252,Bowling Green,Alaska,WCHA Conference Game,3,3,Tie,Tie,home/away game,Bowling Green,Bowling Green,Slater Family Ice Arena,5000.0,200x85,Map,85,0.8504
