,Date,homeTeam,awayTeam,gameType,winner,loser,homeadjustedgoalsallowed,homeshotsonGoal,awayadjustedgoalsallowed,awayshotsonGoal,0,hockeySeason,GF,GA,SOG,SOGA,Team,Wins,Losses,Ties,Total,Season Game,Season Wins,Winning %,Season GF,Season SOG,Season GA,Season SOGA,Season GD,Season SOGD,Goals Per Game (mean),SOG per Game (mean),SOGA per Game (mean),Total Goals Per Game (mean),Expected Winning %,Error,Expected Winning GF/GA
6263,2019-11-16,STC,CC,home/away,CC,STC,4,29,2,32,100.0,2019-2020 Season,2,4,29,32,STC,0,1,0,1,7,2,0.2857142857142857,19,208,23,183,-4,25,2.7142857142857144,29.714285714285715,26.142857142857142,6.0,0.40476190476190477,-0.11904761904761907,0.40561797752808987
6440,2019-12-13,STC,UNO,home/away,STC,UNO,1,28,4,26,100.0,2019-2020 Season,4,1,28,26,STC,1,0,0,1,8,3,0.375,23,236,24,209,-1,27,2.875,29.5,26.125,5.875,0.4787234042553192,-0.10372340425531917,0.47873303167420816
6449,2019-12-14,STC,UNO,home/away,UNO,STC,4,32,3,27,100.0,2019-2020 Season,3,4,32,27,STC,0,1,0,1,9,3,0.3333333333333333,26,268,28,236,-2,32,2.888888888888889,29.77777777777778,26.22222222222222,6.0,0.46296296296296297,-0.12962962962962965,0.46301369863013697
6622,2020-01-17,STC,MND,home/away,STC,MND,1,22,2,33,100.0,2019-2020 Season,2,1,22,33,STC,1,0,0,1,10,4,0.4,28,290,29,269,-1,21,2.8,29.0,26.9,5.7,0.4824561403508772,-0.08245614035087717,0.48246153846153844
6631,2020-01-18,STC,MND,home/away,STC,MND,0,26,1,27,100.0,2019-2020 Season,1,0,26,27,STC,1,0,0,1,11,5,0.45454545454545453,29,316,29,296,0,20,2.6363636363636362,28.727272727272727,26.90909090909091,5.2727272727272725,0.5,-0.04545454545454547,0.5
139,2014-10-24,UNI,STC,home/away,UNI,STC,1,27,5,36,85.0,2014-2015 Season,1,5,36,27,STC,0,1,0,1,19,11,0.5789473684210527,55,645,38,507,17,138,2.8947368421052633,33.94736842105263,26.68421052631579,4.894736842105263,0.6827956989247312,-0.10384833050367859,0.6768852092190647
163,2014-10-25,UNI,STC,home/away,STC,UNI,3,24,2,39,85.0,2014-2015 Season,3,2,39,24,STC,1,0,0,1,20,12,0.6,58,684,40,531,18,153,2.9,34.2,26.55,4.9,0.6836734693877551,-0.0836734693877551,0.67767929089444
213,2014-11-01,MIN,STC,home/away,MIN,STC,3,35,4,14,100.0,2014-2015 Season,3,4,14,35,STC,0,1,0,1,21,12,0.5714285714285714,61,698,44,566,17,132,2.9047619047619047,33.23809523809524,26.952380952380953,5.0,0.6619047619047619,-0.09047619047619049,0.6577691355842319
303,2014-11-14,WMU,STC,home/away,STC,WMU,4,34,3,18,85.0,2014-2015 Season,4,3,18,34,STC,1,0,0,1,22,13,0.5909090909090909,65,716,47,600,18,116,2.9545454545454546,32.54545454545455,27.272727272727273,5.090909090909091,0.6607142857142857,-0.06980519480519476,0.6566677028287224
330,2014-11-15,WMU,STC,home/away,Tie,Tie,1,23,1,22,85.0,2014-2015 Season,1,1,22,23,STC,0,0,1,1,23,13,0.5652173913043478,66,738,48,623,18,115,2.869565217391304,32.08695652173913,27.08695652173913,4.956521739130435,0.6578947368421053,-0.09267734553775753,0.654054054054054
415,2014-11-28,BMJ,STC,home/away,STC,BMJ,5,19,3,29,85.0,2014-2015 Season,5,3,29,19,STC,1,0,0,1,24,14,0.5833333333333334,71,767,51,642,20,125,2.9583333333333335,31.958333333333332,26.75,5.083333333333333,0.6639344262295082,-0.08060109289617479,0.6596440722323998
437,2014-11-29,BMJ,STC,home/away,BMJ,STC,1,25,3,35,85.0,2014-2015 Season,1,3,35,25,STC,0,1,0,1,25,14,0.56,72,802,54,667,18,135,2.88,32.08,26.68,5.04,0.6428571428571428,-0.08285714285714274,0.64
499,2014-12-12,UNO,STC,home/away,UNO,STC,2,23,3,49,85.0,2014-2015 Season,2,3,49,23,STC,0,1,0,1,26,14,0.5384615384615384,74,851,57,690,17,161,2.8461538461538463,32.73076923076923,26.53846153846154,5.038461538461538,0.6297709923664122,-0.09130945390487377,0.627621776504298
515,2014-12-13,UNO,STC,home/away,UNO,STC,3,32,4,27,85.0,2014-2015 Season,3,4,27,32,STC,0,1,0,1,27,14,0.5185185185185185,77,878,61,722,16,156,2.8518518518518516,32.51851851851852,26.74074074074074,5.111111111111111,0.6159420289855072,-0.09742351046698872,0.6144041450777202
684,2015-01-16,DEN,STC,home/away,DEN,STC,1,35,3,27,85.0,2014-2015 Season,1,3,27,35,STC,0,1,0,1,28,14,0.5,78,905,64,757,14,148,2.7857142857142856,32.32142857142857,27.035714285714285,5.071428571428571,0.5985915492957746,-0.09859154929577463,0.5976424361493123
708,2015-01-17,DEN,STC,home/away,DEN,STC,1,30,4,29,85.0,2014-2015 Season,1,4,29,30,STC,0,1,0,1,29,14,0.4827586206896552,79,934,68,787,11,147,2.7241379310344827,32.206896551724135,27.137931034482758,5.068965517241379,0.5748299319727891,-0.0920713112831339,0.574413253566498
790,2015-01-30,CC,STC,home/away,STC,CC,7,22,1,33,100.0,2014-2015 Season,7,1,33,22,STC,1,0,0,1,30,15,0.5,86,967,69,809,17,158,2.8666666666666667,32.233333333333334,26.966666666666665,5.166666666666667,0.6096774193548387,-0.10967741935483866,0.6083737764251049
812,2015-01-31,CC,STC,home/away,STC,CC,6,24,1,42,100.0,2014-2015 Season,6,1,42,24,STC,1,0,0,1,31,16,0.5161290322580645,92,1009,70,833,22,176,2.967741935483871,32.54838709677419,26.870967741935484,5.225806451612903,0.6358024691358024,-0.1196734368777379,0.6333433103861119
888,2015-02-13,MND,STC,home/away,MND,STC,2,34,3,20,85.0,2014-2015 Season,2,3,20,34,STC,0,1,0,1,32,16,0.5,94,1029,73,867,21,162,2.9375,32.15625,27.09375,5.21875,0.625748502994012,-0.12574850299401197,0.6237910342393223
918,2015-02-14,MND,STC,home/away,STC,MND,3,22,1,28,85.0,2014-2015 Season,3,1,28,22,STC,1,0,0,1,33,17,0.5151515151515151,97,1057,74,889,23,168,2.9393939393939394,32.03030303030303,26.939393939393938,5.181818181818182,0.6345029239766082,-0.1193514088250931,0.6321128653006383
1003,2015-02-27,NDK,STC,home/away,NDK,STC,2,30,3,24,85.0,2014-2015 Season,2,3,24,30,STC,0,1,0,1,34,17,0.5,99,1081,77,919,22,162,2.911764705882353,31.794117647058822,27.029411764705884,5.176470588235294,0.625,-0.125,0.6230769230769231
1030,2015-02-28,NDK,STC,home/away,NDK,STC,1,29,3,28,85.0,2014-2015 Season,1,3,28,29,STC,0,1,0,1,35,17,0.4857142857142857,100,1109,80,948,20,161,2.857142857142857,31.685714285714287,27.085714285714285,5.142857142857143,0.6111111111111112,-0.12539682539682545,0.6097560975609756
1105,2015-03-13,UNO,STC,home/away,STC,UNO,2,46,1,39,85.0,2014-2015 Season,2,1,39,46,STC,1,0,0,1,36,18,0.5,102,1148,81,994,21,154,2.8333333333333335,31.88888888888889,27.61111111111111,5.083333333333333,0.6147540983606558,-0.11475409836065575,0.613262599469496
1127,2015-03-14,UNO,STC,home/away,STC,UNO,3,36,1,28,85.0,2014-2015 Season,3,1,28,36,STC,1,0,0,1,37,19,0.5135135135135135,105,1176,82,1030,23,146,2.8378378378378377,31.783783783783782,27.83783783783784,5.054054054054054,0.6229946524064172,-0.10948113889290367,0.6211617555918644
1146,2015-03-20,NDK,STC,Tournament Game,STC,NDK,2,20,1,24,,2014-2015 Season,2,1,24,20,STC,1,0,0,1,38,20,0.5263157894736842,107,1200,83,1050,24,150,2.8157894736842106,31.57894736842105,27.63157894736842,5.0,0.6263157894736842,-0.09999999999999998,0.6243319882211801
1159,2015-03-21,MIA,STC,Tournament Game,MIA,STC,2,21,3,20,,2014-2015 Season,2,3,20,21,STC,0,1,0,1,39,20,0.5128205128205128,109,1220,86,1071,23,149,2.7948717948717947,31.28205128205128,27.46153846153846,5.0,0.617948717948718,-0.1051282051282052,0.6163303418581729
1161,2015-03-27,MTU,STC,Tournament Game,STC,MTU,3,38,2,21,,2014-2015 Season,3,2,21,38,STC,1,0,0,1,40,21,0.525,112,1241,88,1109,24,132,2.8,31.025,27.725,5.0,0.62,-0.09499999999999997,0.6182965299684543
1169,2015-03-28,NDK,STC,Tournament Game,NDK,STC,1,26,3,20,,2014-2015 Season,1,3,20,26,STC,0,1,0,1,41,21,0.5121951219512195,113,1261,91,1135,22,126,2.7560975609756095,30.75609756097561,27.682926829268293,4.975609756097561,0.607843137254902,-0.0956480153036825,0.606603325415677
1234,2015-10-09,AKF,STC,Tournament Game,STC,AKF,3,14,0,30,,2015-2016 Season,3,0,30,14,STC,1,0,0,1,25,18,0.72,98,829,57,703,41,126,3.92,33.16,28.12,6.2,0.7645161290322581,-0.0445161290322581,0.7472185481988641
1259,2015-10-10,AKA,STC,home/away,STC,AKA,5,17,2,32,85.0,2015-2016 Season,5,2,32,17,STC,1,0,0,1,26,19,0.7307692307692307,103,861,59,720,44,141,3.9615384615384617,33.11538461538461,27.692307692307693,6.230769230769231,0.7716049382716049,-0.0408357075023742,0.7529453513129879
1320,2015-10-23,QUI,STC,home/away,QUI,STC,2,40,5,34,85.0,2015-2016 Season,2,5,34,40,STC,0,1,0,1,27,19,0.7037037037037037,105,895,64,760,41,135,3.888888888888889,33.148148148148145,28.14814814814815,6.2592592592592595,0.742603550295858,-0.038899846592154286,0.7291184445473183
1344,2015-10-24,QUI,STC,home/away,QUI,STC,1,30,4,42,85.0,2015-2016 Season,1,4,42,30,STC,0,1,0,1,28,19,0.6785714285714286,106,937,68,790,38,147,3.7857142857142856,33.464285714285715,28.214285714285715,6.214285714285714,0.7183908045977012,-0.03981937602627261,0.7084489281210593
1484,2015-11-13,WMU,STC,home/away,STC,WMU,3,28,2,29,85.0,2015-2016 Season,3,2,29,28,STC,1,0,0,1,29,20,0.6896551724137931,109,966,70,818,39,148,3.7586206896551726,33.310344827586206,28.20689655172414,6.172413793103448,0.717877094972067,-0.028221922558273826,0.7080030987426256
1509,2015-11-14,WMU,STC,home/away,STC,WMU,11,28,1,45,85.0,2015-2016 Season,11,1,45,28,STC,1,0,0,1,30,21,0.7,120,1011,71,846,49,165,4.0,33.7,28.2,6.366666666666666,0.756544502617801,-0.056544502617801085,0.7407026387531506
1585,2015-11-27,MIN,STC,home/away,STC,MIN,3,26,2,28,100.0,2015-2016 Season,3,2,28,26,STC,1,0,0,1,31,22,0.7096774193548387,123,1039,73,872,50,167,3.967741935483871,33.516129032258064,28.129032258064516,6.32258064516129,0.7551020408163265,-0.045424621461487735,0.7395151041157494
1620,2015-11-29,MIN,STC,home/away,STC,MIN,6,33,4,26,100.0,2015-2016 Season,6,4,26,33,STC,1,0,0,1,32,23,0.71875,129,1065,77,905,52,160,4.03125,33.28125,28.28125,6.4375,0.7524271844660194,-0.033677184466019416,0.737306158617634
1702,2015-12-11,DEN,STC,home/away,STC,DEN,5,19,2,33,85.0,2015-2016 Season,5,2,33,19,STC,1,0,0,1,33,24,0.7272727272727273,134,1098,79,924,55,174,4.0606060606060606,33.27272727272727,28.0,6.454545454545454,0.7582159624413145,-0.030943235168587213,0.7420754639004835
1720,2015-12-12,DEN,STC,home/away,STC,DEN,6,29,2,31,85.0,2015-2016 Season,6,2,31,29,STC,1,0,0,1,34,25,0.7352941176470589,140,1129,81,953,59,176,4.117647058823529,33.205882352941174,28.029411764705884,6.5,0.7669683257918551,-0.03167420814479627,0.7492068346011238
1871,2016-01-15,MND,STC,home/away,STC,MND,3,29,1,26,85.0,2015-2016 Season,3,1,26,29,STC,1,0,0,1,35,26,0.7428571428571429,143,1155,82,982,61,173,4.085714285714285,33.0,28.057142857142857,6.428571428571429,0.7711111111111111,-0.028253968253968198,0.7525484856291171
1898,2016-01-16,MND,STC,home/away,Tie,Tie,1,39,1,22,85.0,2015-2016 Season,1,1,22,39,STC,0,0,1,1,36,26,0.7222222222222222,144,1177,83,1021,61,156,4.0,32.69444444444444,28.36111111111111,6.305555555555555,0.7687224669603524,-0.04650024473813019,0.7506244343891403
2013,2016-01-31,BMJ,STC,Tournament Game,STC,BMJ,4,24,2,24,,2015-2016 Season,4,2,24,24,STC,1,0,0,1,37,27,0.7297297297297297,148,1201,85,1045,63,156,4.0,32.45945945945946,28.243243243243242,6.297297297297297,0.7703862660944206,-0.04065653636469091,0.7519653953105153
2034,2016-02-05,MIA,STC,home/away,STC,MIA,5,36,1,24,85.0,2015-2016 Season,5,1,24,36,STC,1,0,0,1,38,28,0.7368421052631579,153,1225,86,1081,67,144,4.026315789473684,32.23684210526316,28.44736842105263,6.2894736842105265,0.7803347280334728,-0.04349262277031496,0.7599091056646649
2059,2016-02-06,MIA,STC,home/away,MIA,STC,2,29,3,23,85.0,2015-2016 Season,2,3,23,29,STC,0,1,0,1,39,28,0.717948717948718,155,1248,89,1110,66,138,3.9743589743589745,32.0,28.46153846153846,6.256410256410256,0.7704918032786885,-0.05254308532997054,0.7520503349402116
2142,2016-02-19,UNO,STC,home/away,STC,UNO,3,33,1,22,85.0,2015-2016 Season,3,1,22,33,STC,1,0,0,1,40,29,0.725,158,1270,90,1143,68,127,3.95,31.75,28.575,6.2,0.7741935483870968,-0.049193548387096775,0.7550205661746915
2171,2016-02-20,UNO,STC,home/away,STC,UNO,5,32,3,27,85.0,2015-2016 Season,5,3,27,32,STC,1,0,0,1,41,30,0.7317073170731707,163,1297,93,1175,70,122,3.975609756097561,31.634146341463413,28.658536585365855,6.2439024390243905,0.7734375,-0.041730182926829285,0.7544153557839741
2258,2016-03-04,CC,STC,home/away,STC,CC,5,24,2,55,100.0,2015-2016 Season,5,2,55,24,STC,1,0,0,1,42,31,0.7380952380952381,168,1352,95,1199,73,153,4.0,32.19047619047619,28.547619047619047,6.261904761904762,0.7775665399239544,-0.039471301828716276,0.7577116164192327
2278,2016-03-05,CC,STC,home/away,STC,CC,9,23,3,33,100.0,2015-2016 Season,9,3,33,23,STC,1,0,0,1,43,32,0.7441860465116279,177,1385,98,1222,79,163,4.116279069767442,32.2093023255814,28.41860465116279,6.395348837209302,0.7872727272727273,-0.04308668076109945,0.7653726821879657
2481,2016-10-14,MNS,STC,home/away,MNS,STC,1,24,4,24,90.0,2016-2017 Season,1,4,24,24,STC,0,1,0,1,18,9,0.5,47,609,45,489,2,120,2.611111111111111,33.833333333333336,27.166666666666668,5.111111111111111,0.5217391304347826,-0.021739130434782594,0.5217288615965989
2502,2016-10-15,MNS,STC,home/away,MNS,STC,4,33,6,27,90.0,2016-2017 Season,4,6,27,33,STC,0,1,0,1,19,9,0.47368421052631576,51,636,51,522,0,114,2.6842105263157894,33.473684210526315,27.473684210526315,5.368421052631579,0.5,-0.026315789473684237,0.5
2535,2016-10-21,MIN,STC,home/away,STC,MIN,6,34,5,41,100.0,2016-2017 Season,6,5,41,34,STC,1,0,0,1,20,10,0.5,57,677,56,556,1,121,2.85,33.85,27.8,5.65,0.5088495575221239,-0.008849557522123908,0.5088488645262333
2699,2016-11-11,CC,STC,home/away,STC,CC,7,23,3,19,100.0,2016-2017 Season,7,3,19,23,STC,1,0,0,1,21,11,0.5238095238095238,64,696,59,579,5,117,3.0476190476190474,33.142857142857146,27.571428571428573,5.857142857142857,0.540650406504065,-0.016840882694541204,0.5405833443315297
2724,2016-11-12,CC,STC,home/away,STC,CC,4,25,1,37,100.0,2016-2017 Season,4,1,37,25,STC,1,0,0,1,22,12,0.5454545454545454,68,733,60,604,8,129,3.090909090909091,33.31818181818182,27.454545454545453,5.818181818181818,0.5625,-0.017045454545454586,0.5622568093385214
2843,2016-12-02,WMU,STC,home/away,STC,WMU,2,26,0,25,85.0,2016-2017 Season,2,0,25,26,STC,1,0,0,1,23,13,0.5652173913043478,70,758,60,630,10,128,3.0434782608695654,32.95652173913044,27.391304347826086,5.6521739130434785,0.5769230769230769,-0.01170568561872909,0.5764705882352941
2865,2016-12-03,WMU,STC,home/away,Tie,Tie,5,34,5,23,85.0,2016-2017 Season,5,5,23,34,STC,0,0,1,1,24,13,0.5416666666666666,75,781,65,664,10,117,3.125,32.541666666666664,27.666666666666668,5.833333333333333,0.5714285714285714,-0.029761904761904767,0.5710659898477157
2964,2016-12-30,CON,STC,Tournament Game,CON,STC,3,30,4,36,,2016-2017 Season,3,4,36,30,STC,0,1,0,1,25,13,0.52,78,817,69,694,9,123,3.12,32.68,27.76,5.88,0.5612244897959183,-0.04122448979591831,0.5609958506224066
2990,2016-12-31,ASU,STC,home/away,STC,ASU,3,25,2,27,85.0,2016-2017 Season,3,2,27,25,STC,1,0,0,1,26,14,0.5384615384615384,81,844,71,719,10,125,3.1153846153846154,32.46153846153846,27.653846153846153,5.846153846153846,0.5657894736842105,-0.027327935222672073,0.5655059472504741
3009,2017-01-06,MIA,STC,home/away,MIA,STC,2,34,3,31,85.0,2016-2017 Season,2,3,31,34,STC,0,1,0,1,27,14,0.5185185185185185,83,875,74,753,9,122,3.074074074074074,32.407407407407405,27.88888888888889,5.814814814814815,0.5573248407643312,-0.03880632224581271,0.557137080469066
3029,2017-01-07,MIA,STC,home/away,MIA,STC,1,22,3,29,85.0,2016-2017 Season,1,3,29,22,STC,0,1,0,1,28,14,0.5,84,904,77,775,7,129,3.0,32.285714285714285,27.678571428571427,5.75,0.5434782608695652,-0.04347826086956519,0.5433962264150943
3066,2017-01-13,MND,STC,home/away,STC,MND,2,42,1,29,85.0,2016-2017 Season,2,1,29,42,STC,1,0,0,1,29,15,0.5172413793103449,86,933,78,817,8,116,2.9655172413793105,32.172413793103445,28.17241379310345,5.655172413793103,0.5487804878048781,-0.03153910849453323,0.5486646884272997
3096,2017-01-14,MND,STC,home/away,MND,STC,3,30,4,26,85.0,2016-2017 Season,3,4,26,30,STC,0,1,0,1,30,15,0.5,89,959,82,847,7,112,2.966666666666667,31.966666666666665,28.233333333333334,5.7,0.5409356725146199,-0.040935672514619936,0.5408671901672926
3163,2017-01-27,BMJ,STC,Tournament Game,STC,BMJ,2,27,1,21,,2016-2017 Season,2,1,21,27,STC,1,0,0,1,31,16,0.5161290322580645,91,980,83,874,8,106,2.935483870967742,31.612903225806452,28.193548387096776,5.612903225806452,0.5459770114942528,-0.029847979236188316,0.5458800263678313
3237,2017-02-03,NDK,STC,home/away,STC,NDK,3,29,1,19,85.0,2016-2017 Season,3,1,19,29,STC,1,0,0,1,32,17,0.53125,94,999,84,903,10,96,2.9375,31.21875,28.21875,5.5625,0.5561797752808989,-0.024929775280898903,0.5560030203876164
3259,2017-02-04,NDK,STC,home/away,NDK,STC,1,26,2,21,85.0,2016-2017 Season,1,2,21,26,STC,0,1,0,1,33,17,0.5151515151515151,95,1020,86,929,9,91,2.878787878787879,30.90909090909091,28.151515151515152,5.484848484848484,0.5497237569060773,-0.034572241754562194,0.5496011205164119
3402,2017-02-24,DEN,STC,home/away,DEN,STC,3,38,4,23,85.0,2016-2017 Season,3,4,23,38,STC,0,1,0,1,34,17,0.5,98,1043,90,967,8,76,2.8823529411764706,30.676470588235293,28.441176470588236,5.529411764705882,0.5425531914893617,-0.04255319148936165,0.5424762765476728
3430,2017-02-25,DEN,STC,home/away,DEN,STC,2,32,7,29,85.0,2016-2017 Season,2,7,29,32,STC,0,1,0,1,35,17,0.4857142857142857,100,1072,97,999,3,73,2.857142857142857,30.62857142857143,28.542857142857144,5.628571428571429,0.5152284263959391,-0.029514140681653422,0.5152248956669586
3500,2017-03-10,NDK,STC,home/away,NDK,STC,2,36,4,28,85.0,2016-2017 Season,2,4,28,36,STC,0,1,0,1,36,17,0.4722222222222222,102,1100,101,1035,1,65,2.8333333333333335,30.555555555555557,28.75,5.638888888888889,0.5049261083743842,-0.03270388615216202,0.5049259888376607
3520,2017-03-11,NDK,STC,home/away,NDK,STC,5,41,6,35,85.0,2016-2017 Season,5,6,35,41,STC,0,1,0,1,37,17,0.4594594594594595,107,1135,107,1076,0,59,2.891891891891892,30.675675675675677,29.08108108108108,5.783783783783784,0.5,-0.040540540540540515,0.5
3641,2017-10-07,MNS,STC,home/away,STC,MNS,3,42,0,26,90.0,2017-2018 Season,3,0,26,42,STC,1,0,0,1,26,19,0.7307692307692307,97,899,56,678,41,221,3.730769230769231,34.57692307692308,26.076923076923077,5.884615384615385,0.7679738562091503,-0.037204625439919536,0.7500199282582702
3892,2017-11-10,DEN,STC,home/away,DEN,STC,2,29,3,34,85.0,2017-2018 Season,2,3,34,29,STC,0,1,0,1,27,19,0.7037037037037037,99,933,59,707,40,226,3.6666666666666665,34.55555555555556,26.185185185185187,5.851851851851852,0.7531645569620253,-0.04946085325832161,0.7379159765095619
3921,2017-11-11,DEN,STC,home/away,DEN,STC,1,42,5,23,85.0,2017-2018 Season,1,5,23,42,STC,0,1,0,1,28,19,0.6785714285714286,100,956,64,749,36,207,3.5714285714285716,34.142857142857146,26.75,5.857142857142857,0.7195121951219512,-0.04094076655052259,0.7094211123723042
4046,2017-12-01,UNO,STC,home/away,STC,UNO,6,44,4,30,85.0,2017-2018 Season,6,4,30,44,STC,1,0,0,1,29,20,0.6896551724137931,106,986,68,793,38,193,3.6551724137931036,34.0,27.344827586206897,6.0,0.7183908045977012,-0.028735632183908066,0.7084489281210593
4072,2017-12-02,UNO,STC,home/away,STC,UNO,5,40,0,33,85.0,2017-2018 Season,5,0,33,40,STC,1,0,0,1,30,21,0.7,111,1019,68,833,43,186,3.7,33.96666666666667,27.766666666666666,5.966666666666667,0.7402234636871509,-0.04022346368715091,0.7271171437002065
4147,2017-12-29,PRN,STC,home/away,Tie,Tie,3,28,3,40,85.0,2017-2018 Season,3,3,40,28,STC,0,0,1,1,31,21,0.6774193548387096,114,1059,71,861,43,198,3.6774193548387095,34.16129032258065,27.774193548387096,5.967741935483871,0.7324324324324325,-0.05501307759372287,0.7205189333037645
4166,2017-12-30,PRN,STC,home/away,Tie,Tie,2,42,2,45,85.0,2017-2018 Season,2,2,45,42,STC,0,0,1,1,32,21,0.65625,116,1104,73,903,43,201,3.625,34.5,28.21875,5.90625,0.7275132275132274,-0.07126322751322745,0.7163162097418153
4235,2018-01-07,MIN,STC,home/away,MIN,STC,0,21,1,34,100.0,2017-2018 Season,0,1,34,21,STC,0,1,0,1,33,21,0.6363636363636364,116,1138,74,924,42,214,3.515151515151515,34.484848484848484,28.0,5.757575757575758,0.7210526315789474,-0.08468899521531104,0.7107542784703148
4370,2018-01-26,MND,STC,home/away,MND,STC,1,18,5,25,85.0,2017-2018 Season,1,5,25,18,STC,0,1,0,1,34,21,0.6176470588235294,117,1163,79,942,38,221,3.4411764705882355,34.205882352941174,27.705882352941178,5.764705882352941,0.6938775510204082,-0.07623049219687872,0.6868539889613647
4399,2018-01-27,MND,STC,home/away,STC,MND,2,20,1,28,85.0,2017-2018 Season,2,1,28,20,STC,1,0,0,1,35,22,0.6285714285714286,119,1191,80,962,39,229,3.4,34.02857142857143,27.485714285714284,5.685714285714286,0.6959798994974874,-0.06740847092605884,0.6887310928456787
4483,2018-02-09,MIA,STC,home/away,STC,MIA,4,28,2,30,85.0,2017-2018 Season,4,2,30,28,STC,1,0,0,1,36,23,0.6388888888888888,123,1221,82,990,41,231,3.4166666666666665,33.916666666666664,27.5,5.694444444444445,0.7,-0.061111111111111116,0.6923076923076923
4502,2018-02-10,MIA,STC,home/away,STC,MIA,2,30,0,21,85.0,2017-2018 Season,2,0,21,30,STC,1,0,0,1,37,24,0.6486486486486487,125,1242,82,1020,43,222,3.3783783783783785,33.567567567567565,27.56756756756757,5.594594594594595,0.7077294685990339,-0.059080819950385166,0.6991364266857577
4529,2018-02-16,WMU,STC,home/away,Tie,Tie,5,33,5,48,85.0,2017-2018 Season,5,5,48,33,STC,0,0,1,1,38,24,0.631578947368421,130,1290,87,1053,43,237,3.4210526315789473,33.94736842105263,27.710526315789473,5.7105263157894735,0.6981566820276498,-0.06657773465922878,0.690669827128203
4557,2018-02-17,WMU,STC,home/away,STC,WMU,3,22,2,37,85.0,2017-2018 Season,3,2,37,22,STC,1,0,0,1,39,25,0.6410256410256411,133,1327,89,1075,44,252,3.41025641025641,34.02564102564103,27.564102564102566,5.6923076923076925,0.6981981981981982,-0.05717255717255709,0.6907067551737602
4643,2018-03-02,NDK,STC,home/away,STC,NDK,4,32,3,25,85.0,2017-2018 Season,4,3,25,32,STC,1,0,0,1,40,26,0.65,137,1352,92,1107,45,245,3.425,33.8,27.675,5.725,0.6965065502183406,-0.0465065502183406,0.6892006022105533
4662,2018-03-03,NDK,STC,home/away,Tie,Tie,2,31,2,25,85.0,2017-2018 Season,2,2,25,31,STC,0,0,1,1,41,26,0.6341463414634146,139,1377,94,1138,45,239,3.3902439024390243,33.58536585365854,27.75609756097561,5.682926829268292,0.6931330472103004,-0.058986705746885804,0.68618815924992
4821,2018-10-12,AKF,STC,home/away,STC,AKF,3,18,2,29,100.0,2018-2019 Season,3,2,29,18,STC,1,0,0,1,24,20,0.8333333333333334,96,829,50,535,46,294,4.0,34.541666666666664,22.291666666666668,6.083333333333333,0.8150684931506849,0.018264840182648512,0.7866165926937522
4846,2018-10-13,AKF,STC,home/away,STC,AKF,6,22,2,36,100.0,2018-2019 Season,6,2,36,22,STC,1,0,0,1,25,21,0.84,102,865,52,557,50,308,4.08,34.6,22.28,6.16,0.8246753246753247,0.015324675324675296,0.7937137625877326
4897,2018-10-25,BC,STC,home/away,STC,BC,7,32,0,27,87.0,2018-2019 Season,7,0,27,32,STC,1,0,0,1,26,22,0.8461538461538461,109,892,52,589,57,303,4.1923076923076925,34.30769230769231,22.653846153846153,6.1923076923076925,0.8540372670807453,-0.007883420926899198,0.8146040452519712
4931,2018-10-27,NOE,STC,home/away,NOE,STC,2,32,3,27,90.0,2018-2019 Season,2,3,27,32,STC,0,1,0,1,27,22,0.8148148148148148,111,919,55,621,56,298,4.111111111111111,34.03703703703704,23.0,6.148148148148148,0.8373493975903614,-0.022534582775546652,0.8028802293757331
