,Date,homeTeam,awayTeam,gameType,winner,loser,homeadjustedgoalsallowed,homeshotsonGoal,awayadjustedgoalsallowed,awayshotsonGoal,0,hockeySeason,GF,GA,SOG,SOGA,Team,Wins,Losses,Ties,Total,Season Game,Season Wins,Winning %,Season GF,Season SOG,Season GA,Season SOGA,Season GD,Season SOGD,Goals Per Game (mean),SOG per Game (mean),SOGA per Game (mean),Total Goals Per Game (mean),Expected Winning %,Error,Expected Winning GF/GA
3738,2017-10-21,RMU,ARM,home/away,ARM,RMU,2,32,1,21,85.0,2017-2018 Season,2,1,21,32,ARM,1,0,0,1,22,9,0.4090909090909091,55,596,49,695,6,-99,2.5,27.09090909090909,31.59090909090909,4.7272727272727275,0.5576923076923077,-0.1486013986013986,0.5575009214891264
3832,2017-11-03,AFA,ARM,home/away,ARM,AFA,3,30,2,16,85.0,2017-2018 Season,3,2,16,30,ARM,1,0,0,1,23,10,0.43478260869565216,58,612,51,725,7,-113,2.5217391304347827,26.608695652173914,31.52173913043478,4.739130434782608,0.5642201834862386,-0.12943757479058643,0.5639564124056999
3860,2017-11-04,AFA,ARM,home/away,ARM,AFA,2,29,0,22,85.0,2017-2018 Season,2,0,22,29,ARM,1,0,0,1,24,11,0.4583333333333333,60,634,51,754,9,-120,2.5,26.416666666666668,31.416666666666668,4.625,0.5810810810810811,-0.12274774774774783,0.5805515239477503
3878,2017-11-10,NIA,ARM,home/away,ARM,NIA,2,29,1,17,85.0,2017-2018 Season,2,1,17,29,ARM,1,0,0,1,25,12,0.48,62,651,52,783,10,-132,2.48,26.04,31.32,4.56,0.5877192982456141,-0.1077192982456141,0.5870494807574832
3906,2017-11-11,NIA,ARM,home/away,NIA,ARM,2,29,3,25,85.0,2017-2018 Season,2,3,25,29,ARM,0,1,0,1,26,12,0.46153846153846156,64,676,55,812,9,-136,2.4615384615384617,26.0,31.23076923076923,4.576923076923077,0.5756302521008403,-0.11409179056237873,0.575200112343772
3975,2017-11-21,SAC,ARM,home/away,Tie,Tie,5,39,5,35,85.0,2017-2018 Season,5,5,35,39,ARM,0,0,1,1,27,12,0.4444444444444444,69,711,60,851,9,-140,2.5555555555555554,26.333333333333332,31.51851851851852,4.777777777777778,0.5697674418604651,-0.1253229974160207,0.5694294940796556
4080,2017-12-08,MER,ARM,home/away,MER,ARM,1,28,4,19,85.0,2017-2018 Season,1,4,19,28,ARM,0,1,0,1,28,12,0.42857142857142855,70,730,64,879,6,-149,2.5,26.071428571428573,31.392857142857142,4.785714285714286,0.5447761194029851,-0.11620469083155655,0.5446865273454868
4108,2017-12-09,UNH,ARM,home/away,ARM,UNH,4,40,3,21,100.0,2017-2018 Season,4,3,21,40,ARM,1,0,0,1,29,13,0.4482758620689655,74,751,67,919,7,-168,2.5517241379310347,25.896551724137932,31.689655172413794,4.862068965517241,0.549645390070922,-0.10136952800195642,0.5495233316608128
4152,2017-12-29,MIN,ARM,home/away,MIN,ARM,0,33,2,13,100.0,2017-2018 Season,0,2,13,33,ARM,0,1,0,1,30,13,0.43333333333333335,74,764,69,952,5,-188,2.466666666666667,25.466666666666665,31.733333333333334,4.766666666666667,0.534965034965035,-0.10163170163170165,0.534922340529452
4172,2017-12-30,MIN,ARM,home/away,MIN,ARM,1,32,4,26,100.0,2017-2018 Season,1,4,26,32,ARM,0,1,0,1,31,13,0.41935483870967744,75,790,73,984,2,-194,2.4193548387096775,25.483870967741936,31.741935483870968,4.774193548387097,0.5135135135135135,-0.09415867480383605,0.5135110461931714
4223,2018-01-06,SAC,ARM,Tournament Game,Tie,Tie,3,32,3,32,,2017-2018 Season,3,3,32,32,ARM,0,0,1,1,32,13,0.40625,78,822,76,1016,2,-194,2.4375,25.6875,31.75,4.8125,0.512987012987013,-0.10673701298701299,0.5129848229342328
4481,2018-02-09,CNS,ARM,home/away,CNS,ARM,1,30,3,28,85.0,2017-2018 Season,1,3,28,30,ARM,0,1,0,1,33,13,0.3939393939393939,79,850,79,1046,0,-196,2.393939393939394,25.757575757575758,31.696969696969695,4.787878787878788,0.5,-0.10606060606060608,0.5
4504,2018-02-10,CNS,ARM,home/away,ARM,CNS,3,19,2,30,85.0,2017-2018 Season,3,2,30,19,ARM,1,0,0,1,34,14,0.4117647058823529,82,880,81,1065,1,-185,2.411764705882353,25.88235294117647,31.323529411764707,4.794117647058823,0.5061349693251533,-0.09437026344280042,0.5061347384267971
4525,2018-02-16,BEN,ARM,home/away,ARM,BEN,5,30,1,32,85.0,2017-2018 Season,5,1,32,30,ARM,1,0,0,1,35,15,0.42857142857142855,87,912,82,1095,5,-183,2.4857142857142858,26.057142857142857,31.285714285714285,4.828571428571428,0.5295857988165681,-0.10101437024513954,0.5295599244385364
4553,2018-02-17,BEN,ARM,home/away,BEN,ARM,2,29,3,30,85.0,2017-2018 Season,2,3,30,29,ARM,0,1,0,1,36,15,0.4166666666666667,89,942,85,1124,4,-182,2.4722222222222223,26.166666666666668,31.22222222222222,4.833333333333333,0.5229885057471264,-0.10632183908045972,0.5229763633962763
4757,2018-10-06,UNI,ARM,home/away,UNI,ARM,1,30,4,25,85.0,2018-2019 Season,1,4,25,30,ARM,0,1,0,1,19,5,0.2631578947368421,45,590,58,502,-13,88,2.3684210526315788,31.05263157894737,26.42105263157895,5.421052631578948,0.37378640776699035,-0.11062851303014826,0.37576544813509
4858,2018-10-19,RMU,ARM,home/away,Tie,Tie,2,24,2,28,85.0,2018-2019 Season,2,2,28,24,ARM,0,0,1,1,20,5,0.25,47,618,60,526,-13,92,2.35,30.9,26.3,5.35,0.37850467289719625,-0.12850467289719625,0.3802719917369599
4879,2018-10-20,RMU,ARM,home/away,ARM,RMU,5,22,2,35,85.0,2018-2019 Season,5,2,35,22,ARM,1,0,0,1,21,6,0.2857142857142857,52,653,62,548,-10,105,2.4761904761904763,31.095238095238095,26.095238095238095,5.428571428571429,0.41228070175438597,-0.12656641604010027,0.4129505192425168
4908,2018-10-26,MRC,ARM,home/away,ARM,MRC,4,29,1,27,85.0,2018-2019 Season,4,1,27,29,ARM,1,0,0,1,22,7,0.3181818181818182,56,680,63,577,-7,103,2.5454545454545454,30.90909090909091,26.227272727272727,5.409090909090909,0.4411764705882353,-0.1229946524064171,0.4413793103448276
4933,2018-10-27,MRC,ARM,home/away,ARM,MRC,3,26,2,33,85.0,2018-2019 Season,3,2,33,26,ARM,1,0,0,1,23,8,0.34782608695652173,59,713,65,603,-6,110,2.5652173913043477,31.0,26.217391304347824,5.391304347826087,0.45161290322580644,-0.10378681626928471,0.4517259278484298
5029,2018-11-10,SAC,ARM,home/away,ARM,SAC,4,24,1,28,85.0,2018-2019 Season,4,1,28,24,ARM,1,0,0,1,24,9,0.375,63,741,66,627,-3,114,2.625,30.875,26.125,5.375,0.47674418604651164,-0.10174418604651164,0.47675675675675677
5070,2018-11-16,BEN,ARM,home/away,ARM,BEN,3,31,2,26,85.0,2018-2019 Season,3,2,26,31,ARM,1,0,0,1,25,10,0.4,66,767,68,658,-2,109,2.64,30.68,26.32,5.36,0.48507462686567165,-0.08507462686567163,0.48507795100222717
5087,2018-11-17,BEN,ARM,home/away,BEN,ARM,2,27,3,17,85.0,2018-2019 Season,2,3,17,27,ARM,0,1,0,1,26,10,0.38461538461538464,68,784,71,685,-3,99,2.6153846153846154,30.153846153846153,26.346153846153847,5.346153846153846,0.4784172661870504,-0.09380188157166575,0.47842731505431974
5289,2018-12-29,DAR,ARM,home/away,DAR,ARM,2,27,5,25,90.0,2018-2019 Season,2,5,25,27,ARM,0,1,0,1,27,10,0.37037037037037035,70,809,76,712,-6,97,2.5925925925925926,29.962962962962962,26.37037037037037,5.407407407407407,0.4589041095890411,-0.08853373921867075,0.45897339827650807
5349,2019-01-05,REN,ARM,home/away,REN,ARM,1,32,2,28,85.0,2018-2019 Season,1,2,28,32,ARM,0,1,0,1,28,10,0.35714285714285715,71,837,78,744,-7,93,2.5357142857142856,29.892857142857142,26.571428571428573,5.321428571428571,0.45302013422818793,-0.09587727708533078,0.453123595505618
5395,2019-01-11,AFA,ARM,home/away,Tie,Tie,2,34,2,26,85.0,2018-2019 Season,2,2,26,34,ARM,0,0,1,1,29,10,0.3448275862068966,73,863,80,778,-7,85,2.5172413793103448,29.75862068965517,26.82758620689655,5.275862068965517,0.4542483660130719,-0.10942077980617532,0.45434393383920196
5414,2019-01-12,AFA,ARM,home/away,Tie,Tie,2,26,2,28,85.0,2018-2019 Season,2,2,28,26,ARM,0,0,1,1,30,10,0.3333333333333333,75,891,82,804,-7,87,2.5,29.7,26.8,5.233333333333333,0.4554140127388535,-0.1220806794055202,0.4555024698356142
5490,2019-01-25,RIT,ARM,home/away,RIT,ARM,2,31,4,34,85.0,2018-2019 Season,2,4,34,31,ARM,0,1,0,1,31,10,0.3225806451612903,77,925,86,835,-9,90,2.4838709677419355,29.838709677419356,26.93548387096774,5.258064516129032,0.4447852760736196,-0.1222046309123293,0.444953095684803
5512,2019-01-26,RIT,ARM,home/away,RIT,ARM,2,29,3,35,85.0,2018-2019 Season,2,3,35,29,ARM,0,1,0,1,32,10,0.3125,79,960,89,864,-10,96,2.46875,30.0,27.0,5.25,0.44047619047619047,-0.12797619047619047,0.44068634373676036
5551,2019-02-01,HCR,ARM,home/away,Tie,Tie,2,33,2,26,85.0,2018-2019 Season,2,2,26,33,ARM,0,0,1,1,33,10,0.30303030303030304,81,986,91,897,-10,89,2.4545454545454546,29.87878787878788,27.181818181818183,5.212121212121212,0.4418604651162791,-0.13883016208597604,0.44205632664061445
5577,2019-02-02,HCR,ARM,home/away,HCR,ARM,4,28,5,26,85.0,2018-2019 Season,4,5,26,28,ARM,0,1,0,1,34,10,0.29411764705882354,85,1012,96,925,-11,87,2.5,29.764705882352942,27.205882352941178,5.323529411764706,0.43922651933701656,-0.14510887227819302,0.43945015510005475
5706,2019-02-22,SAC,ARM,home/away,SAC,ARM,0,19,5,25,85.0,2018-2019 Season,0,5,25,19,ARM,0,1,0,1,35,10,0.2857142857142857,85,1037,101,944,-16,93,2.4285714285714284,29.62857142857143,26.97142857142857,5.314285714285714,0.4139784946236559,-0.12826420890937018,0.4146103523470676
5818,2019-03-08,MRC,ARM,home/away,ARM,MRC,3,35,2,44,85.0,2018-2019 Season,3,2,44,35,ARM,1,0,0,1,36,11,0.3055555555555556,88,1081,103,979,-15,102,2.4444444444444446,30.02777777777778,27.194444444444443,5.305555555555555,0.4214659685863874,-0.11591041303083183,0.4219473655533155
5841,2019-03-09,MRC,ARM,home/away,ARM,MRC,5,27,1,51,85.0,2018-2019 Season,5,1,51,27,ARM,1,0,0,1,37,12,0.32432432432432434,93,1132,104,1006,-11,126,2.5135135135135136,30.594594594594593,27.18918918918919,5.324324324324325,0.44416243654822335,-0.11983811222389901,0.44433598767017723
5862,2019-03-15,AIC,ARM,home/away,AIC,ARM,0,26,4,20,85.0,2018-2019 Season,0,4,20,26,ARM,0,1,0,1,38,12,0.3157894736842105,93,1152,108,1032,-15,120,2.4473684210526314,30.31578947368421,27.157894736842106,5.2894736842105265,0.4253731343283582,-0.1095836606441477,0.4257864421798848
5880,2019-03-16,AIC,ARM,home/away,ARM,AIC,2,22,1,16,85.0,2018-2019 Season,2,1,16,22,ARM,1,0,0,1,39,13,0.3333333333333333,95,1168,109,1054,-14,114,2.4358974358974357,29.94871794871795,27.025641025641026,5.230769230769231,0.43137254901960786,-0.09803921568627455,0.431694250454415
5893,2019-03-17,AIC,ARM,home/away,AIC,ARM,1,28,4,34,85.0,2018-2019 Season,1,4,34,28,ARM,0,1,0,1,40,13,0.325,96,1202,113,1082,-17,120,2.4,30.05,27.05,5.225,0.41866028708133973,-0.09366028708133972,0.4191949056174665
5981,2019-10-11,CON,ARM,home/away,ARM,CON,2,28,1,27,85.0,2019-2020 Season,2,1,27,28,ARM,1,0,0,1,13,8,0.6153846153846154,34,353,30,310,4,43,2.6153846153846154,27.153846153846153,23.846153846153847,4.923076923076923,0.5625,0.05288461538461542,0.5622568093385214
6071,2019-10-25,BEN,ARM,home/away,BEN,ARM,0,35,5,25,85.0,2019-2020 Season,0,5,25,35,ARM,0,1,0,1,14,8,0.5714285714285714,34,378,35,345,-1,33,2.4285714285714284,27.0,24.642857142857142,4.928571428571429,0.4855072463768116,0.08592132505175981,0.48551028979420413
6139,2019-11-02,AIC,ARM,home/away,AIC,ARM,1,22,3,25,85.0,2019-2020 Season,1,3,25,22,ARM,0,1,0,1,15,8,0.5333333333333333,35,403,38,367,-3,36,2.3333333333333335,26.866666666666667,24.466666666666665,4.866666666666666,0.4589041095890411,0.07442922374429223,0.45897339827650807
6226,2019-11-15,HCR,ARM,home/away,ARM,HCR,4,27,1,33,85.0,2019-2020 Season,4,1,33,27,ARM,1,0,0,1,16,9,0.5625,39,436,39,394,0,42,2.4375,27.25,24.625,4.875,0.5,0.0625,0.5
6247,2019-11-16,HCR,ARM,home/away,ARM,HCR,3,25,1,26,85.0,2019-2020 Season,3,1,26,25,ARM,1,0,0,1,17,10,0.5882352941176471,42,462,40,419,2,43,2.4705882352941178,27.176470588235293,24.647058823529413,4.823529411764706,0.524390243902439,0.06384505021520803,0.5243757431629013
6325,2019-11-26,AIC,ARM,home/away,ARM,AIC,3,36,1,31,85.0,2019-2020 Season,3,1,31,36,ARM,1,0,0,1,18,11,0.6111111111111112,45,493,41,455,4,38,2.5,27.38888888888889,25.27777777777778,4.777777777777778,0.5465116279069767,0.06459948320413444,0.5464112250404749
6329,2019-11-29,CNS,ARM,home/away,ARM,CNS,4,20,3,31,85.0,2019-2020 Season,4,3,31,20,ARM,1,0,0,1,19,12,0.631578947368421,49,524,44,475,5,49,2.5789473684210527,27.57894736842105,25.0,4.894736842105263,0.553763440860215,0.07781550650820601,0.5536084851279687
6350,2019-11-30,CNS,ARM,home/away,ARM,CNS,3,27,2,27,85.0,2019-2020 Season,3,2,27,27,ARM,1,0,0,1,20,13,0.65,52,551,46,502,6,49,2.6,27.55,25.1,4.9,0.5612244897959183,0.0887755102040817,0.5609958506224066
6444,2019-12-14,RMU,ARM,home/away,ARM,RMU,3,25,0,43,85.0,2019-2020 Season,3,0,43,25,ARM,1,0,0,1,21,14,0.6666666666666666,55,594,46,527,9,67,2.619047619047619,28.285714285714285,25.095238095238095,4.809523809523809,0.5891089108910891,0.07755775577557755,0.5884069247228165
6453,2019-12-15,RMU,ARM,home/away,Tie,Tie,1,33,1,43,85.0,2019-2020 Season,1,1,43,33,ARM,0,0,1,1,22,14,0.6363636363636364,56,637,47,560,9,77,2.5454545454545454,28.954545454545453,25.454545454545453,4.681818181818182,0.587378640776699,0.04898499558693736,0.5867165575304022
6508,2020-01-03,PRV,ARM,Tournament Game,PRV,ARM,1,15,3,23,,2019-2020 Season,1,3,23,15,ARM,0,1,0,1,23,14,0.6086956521739131,57,660,50,575,7,85,2.4782608695652173,28.695652173913043,25.0,4.6521739130434785,0.5654205607476636,0.04327509142624952,0.5651417637850061
6663,2020-01-24,NIA,ARM,home/away,NIA,ARM,1,25,4,20,85.0,2019-2020 Season,1,4,20,25,ARM,0,1,0,1,24,14,0.5833333333333334,58,680,54,600,4,80,2.4166666666666665,28.333333333333332,25.0,4.666666666666667,0.5357142857142857,0.04761904761904767,0.5356687898089172
6678,2020-01-25,NIA,ARM,home/away,NIA,ARM,2,21,3,41,85.0,2019-2020 Season,2,3,41,21,ARM,0,1,0,1,25,14,0.56,60,721,57,621,3,100,2.4,28.84,24.84,4.68,0.5256410256410257,0.03435897435897439,0.5256241787122208
49,2014-10-10,HCR,MER,home/away,MER,HCR,3,25,2,35,85.0,2014-2015 Season,2,3,25,35,HCR,0,1,0,1,1,0,0.0,2,25,3,35,-1,-10,2.0,25.0,35.0,5.0,0.3,-0.3,0.3076923076923077
92,2014-10-17,HCR,AIC,home/away,Tie,Tie,2,55,2,22,85.0,2014-2015 Season,2,2,55,22,HCR,0,0,1,1,2,0,0.0,4,80,5,57,-1,23,2.0,40.0,28.5,4.5,0.3888888888888889,-0.3888888888888889,0.3902439024390244
120,2014-10-18,HCR,AIC,home/away,HCR,AIC,2,34,3,24,85.0,2014-2015 Season,3,2,34,24,HCR,1,0,0,1,3,1,0.3333333333333333,7,114,7,81,0,33,2.3333333333333335,38.0,27.0,4.666666666666667,0.5,-0.16666666666666669,0.5
224,2014-11-01,HCR,SAC,home/away,Tie,Tie,2,29,2,28,85.0,2014-2015 Season,2,2,29,28,HCR,0,0,1,1,4,1,0.25,9,143,9,109,0,34,2.25,35.75,27.25,4.5,0.5,-0.25,0.5
399,2014-11-25,HCR,BEN,home/away,HCR,BEN,2,33,4,31,85.0,2014-2015 Season,4,2,33,31,HCR,1,0,0,1,5,2,0.4,13,176,11,140,2,36,2.6,35.2,28.0,4.8,0.5833333333333334,-0.18333333333333335,0.5827586206896552
440,2014-11-30,HCR,BRN,home/away,HCR,BRN,0,38,5,25,85.0,2014-2015 Season,5,0,38,25,HCR,1,0,0,1,6,3,0.5,18,214,11,165,7,49,3.0,35.666666666666664,27.5,4.833333333333333,0.7413793103448276,-0.24137931034482762,0.7280898876404495
552,2014-12-30,HCR,YAL,home/away,YAL,HCR,3,21,0,40,85.0,2014-2015 Season,0,3,21,40,HCR,0,1,0,1,7,3,0.42857142857142855,18,235,14,205,4,30,2.5714285714285716,33.57142857142857,29.285714285714285,4.571428571428571,0.625,-0.19642857142857145,0.6230769230769231
565,2015-01-02,HCR,AFA,home/away,Tie,Tie,1,38,1,23,85.0,2014-2015 Season,1,1,38,23,HCR,0,0,1,1,8,3,0.375,19,273,15,228,4,45,2.375,34.125,28.5,4.25,0.6176470588235294,-0.24264705882352944,0.6160409556313993
588,2015-01-03,HCR,AFA,home/away,HCR,AFA,1,22,3,26,85.0,2014-2015 Season,3,1,22,26,HCR,1,0,0,1,9,4,0.4444444444444444,22,295,16,254,6,41,2.4444444444444446,32.77777777777778,28.22222222222222,4.222222222222222,0.6578947368421053,-0.2134502923976609,0.654054054054054
727,2015-01-23,HCR,RMU,home/away,RMU,HCR,4,37,3,14,85.0,2014-2015 Season,3,4,37,14,HCR,0,1,0,1,10,4,0.4,25,332,20,268,5,64,2.5,33.2,26.8,4.5,0.6111111111111112,-0.21111111111111114,0.6097560975609756
738,2015-01-24,HCR,RMU,home/away,RMU,HCR,2,39,1,30,85.0,2014-2015 Season,1,2,39,30,HCR,0,1,0,1,11,4,0.36363636363636365,26,371,22,298,4,73,2.3636363636363638,33.72727272727273,27.09090909090909,4.363636363636363,0.5833333333333334,-0.21969696969696972,0.5827586206896552
775,2015-01-30,HCR,NIA,home/away,HCR,NIA,3,44,5,27,85.0,2014-2015 Season,5,3,44,27,HCR,1,0,0,1,12,5,0.4166666666666667,31,415,25,325,6,90,2.5833333333333335,34.583333333333336,27.083333333333332,4.666666666666667,0.6071428571428571,-0.1904761904761904,0.6059268600252207
802,2015-01-31,HCR,NIA,home/away,HCR,NIA,1,47,5,24,85.0,2014-2015 Season,5,1,47,24,HCR,1,0,0,1,13,6,0.46153846153846156,36,462,26,349,10,113,2.769230769230769,35.53846153846154,26.846153846153847,4.769230769230769,0.6612903225806451,-0.19975186104218356,0.6572008113590264
855,2015-02-07,HCR,BEN,home/away,BEN,HCR,4,27,2,37,85.0,2014-2015 Season,2,4,27,37,HCR,0,1,0,1,14,6,0.42857142857142855,38,489,30,386,8,103,2.7142857142857144,34.92857142857143,27.571428571428573,4.857142857142857,0.6176470588235294,-0.1890756302521009,0.6160409556313993
880,2015-02-13,HCR,RIT,home/away,HCR,RIT,1,26,3,36,85.0,2014-2015 Season,3,1,26,36,HCR,1,0,0,1,15,7,0.4666666666666667,41,515,31,422,10,93,2.7333333333333334,34.333333333333336,28.133333333333333,4.8,0.6388888888888888,-0.17222222222222217,0.6362604087812264
910,2015-02-14,HCR,RIT,home/away,RIT,HCR,2,16,0,32,85.0,2014-2015 Season,0,2,16,32,HCR,0,1,0,1,16,7,0.4375,41,531,33,454,8,77,2.5625,33.1875,28.375,4.625,0.6081081081081081,-0.17060810810810811,0.6068592057761732
964,2015-02-21,HCR,SAC,home/away,SAC,HCR,5,22,0,26,85.0,2014-2015 Season,0,5,22,26,HCR,0,1,0,1,17,7,0.4117647058823529,41,553,38,480,3,73,2.411764705882353,32.529411764705884,28.235294117647058,4.647058823529412,0.5379746835443038,-0.12620997766195086,0.53792
1053,2015-03-06,HCR,NIA,home/away,NIA,HCR,2,32,1,30,85.0,2014-2015 Season,1,2,32,30,HCR,0,1,0,1,18,7,0.3888888888888889,42,585,40,510,2,75,2.3333333333333335,32.5,28.333333333333332,4.555555555555555,0.524390243902439,-0.13550135501355015,0.5243757431629013
1076,2015-03-07,HCR,NIA,home/away,HCR,NIA,1,60,2,51,85.0,2014-2015 Season,2,1,60,51,HCR,1,0,0,1,19,8,0.42105263157894735,44,645,41,561,3,84,2.3157894736842106,33.94736842105263,29.526315789473685,4.473684210526316,0.5352941176470588,-0.11424148606811146,0.535250207354161
1085,2015-03-08,HCR,NIA,home/away,NIA,HCR,4,50,3,26,85.0,2014-2015 Season,3,4,50,26,HCR,0,1,0,1,20,8,0.4,47,695,45,587,2,108,2.35,34.75,29.35,4.6,0.5217391304347826,-0.12173913043478257,0.5217288615965989
1223,2015-10-09,HCR,QUI,home/away,QUI,HCR,5,22,3,35,85.0,2015-2016 Season,3,5,22,35,HCR,0,1,0,1,1,0,0.0,3,22,5,35,-2,-13,3.0,22.0,35.0,8.0,0.25,-0.25,0.2647058823529412
1429,2015-11-06,HCR,SAC,home/away,HCR,SAC,1,34,5,30,85.0,2015-2016 Season,5,1,34,30,HCR,1,0,0,1,2,1,0.5,8,56,6,65,2,-9,4.0,28.0,32.5,7.0,0.6428571428571428,-0.1428571428571428,0.64
1572,2015-11-24,HCR,AIC,home/away,HCR,AIC,0,27,3,24,85.0,2015-2016 Season,3,0,27,24,HCR,1,0,0,1,3,2,0.6666666666666666,11,83,6,89,5,-6,3.6666666666666665,27.666666666666668,29.666666666666668,5.666666666666667,0.7941176470588236,-0.12745098039215697,0.7707006369426752
1583,2015-11-27,HCR,NIA,home/away,HCR,NIA,2,31,5,24,85.0,2015-2016 Season,5,2,31,24,HCR,1,0,0,1,4,3,0.75,16,114,8,113,8,1,4.0,28.5,28.25,6.0,0.8333333333333333,-0.08333333333333326,0.8
1605,2015-11-28,HCR,NIA,home/away,HCR,NIA,2,31,3,23,85.0,2015-2016 Season,3,2,31,23,HCR,1,0,0,1,5,4,0.8,19,145,10,136,9,9,3.8,29.0,27.2,5.8,0.8103448275862069,-0.010344827586206806,0.7830802603036876
1627,2015-12-04,HCR,MRC,home/away,HCR,MRC,4,41,5,24,85.0,2015-2016 Season,5,4,41,24,HCR,1,0,0,1,6,5,0.8333333333333334,24,186,14,160,10,26,4.0,31.0,26.666666666666668,6.333333333333333,0.763157894736842,0.07017543859649134,0.7461139896373057
1663,2015-12-05,HCR,MRC,home/away,HCR,MRC,3,42,7,31,85.0,2015-2016 Season,7,3,42,31,HCR,1,0,0,1,7,6,0.8571428571428571,31,228,17,191,14,37,4.428571428571429,32.57142857142857,27.285714285714285,6.857142857142857,0.7916666666666667,0.06547619047619035,0.7688
1749,2015-12-30,HCR,MCG,home/away,HCR,MCG,2,27,5,23,85.0,2015-2016 Season,5,2,27,23,HCR,1,0,0,1,8,7,0.875,36,255,19,214,17,41,4.5,31.875,26.75,6.875,0.8090909090909091,0.06590909090909092,0.7821363910681955
1768,2016-01-02,HCR,PRN,home/away,HCR,PRN,3,41,4,25,85.0,2015-2016 Season,4,3,41,25,HCR,1,0,0,1,9,8,0.8888888888888888,40,296,22,239,18,57,4.444444444444445,32.888888888888886,26.555555555555557,6.888888888888889,0.7903225806451613,0.09856630824372759,0.7677543186180422
1863,2016-01-15,HCR,RMU,home/away,RMU,HCR,5,36,4,28,85.0,2015-2016 Season,4,5,36,28,HCR,0,1,0,1,10,8,0.8,44,332,27,267,17,65,4.4,33.2,26.7,7.1,0.7394366197183099,0.06056338028169017,0.726454033771107
1887,2016-01-16,HCR,RMU,home/away,HCR,RMU,2,41,4,36,85.0,2015-2016 Season,4,2,41,36,HCR,1,0,0,1,11,9,0.8181818181818182,48,373,29,303,19,70,4.363636363636363,33.90909090909091,27.545454545454547,7.0,0.7467532467532467,0.07142857142857151,0.7325914149443561
1917,2016-01-22,HCR,CNS,home/away,Tie,Tie,2,51,2,30,85.0,2015-2016 Season,2,2,51,30,HCR,0,0,1,1,12,9,0.75,50,424,31,333,19,91,4.166666666666667,35.333333333333336,27.75,6.75,0.7345679012345678,0.015432098765432167,0.722334585379948
1946,2016-01-23,HCR,CNS,home/away,CNS,HCR,2,43,1,26,85.0,2015-2016 Season,1,2,43,26,HCR,0,1,0,1,13,9,0.6923076923076923,51,467,33,359,18,108,3.923076923076923,35.92307692307692,27.615384615384617,6.461538461538462,0.7142857142857143,-0.02197802197802201,0.7048780487804878
2081,2016-02-12,HCR,AFA,home/away,HCR,AFA,2,24,4,33,85.0,2015-2016 Season,4,2,24,33,HCR,1,0,0,1,14,10,0.7142857142857143,55,491,35,392,20,99,3.9285714285714284,35.07142857142857,28.0,6.428571428571429,0.7222222222222222,-0.007936507936507908,0.711764705882353
2105,2016-02-13,HCR,AFA,home/away,AFA,HCR,3,22,2,21,85.0,2015-2016 Season,2,3,22,21,HCR,0,1,0,1,15,10,0.6666666666666666,57,513,38,413,19,100,3.8,34.2,27.533333333333335,6.333333333333333,0.7,-0.033333333333333326,0.6923076923076923
2133,2016-02-19,HCR,AIC,home/away,HCR,AIC,1,45,8,18,85.0,2015-2016 Season,8,1,45,18,HCR,1,0,0,1,16,11,0.6875,65,558,39,431,26,127,4.0625,34.875,26.9375,6.5,0.75,-0.0625,0.7352941176470589
2219,2016-02-27,HCR,SAC,home/away,HCR,SAC,0,24,3,28,85.0,2015-2016 Season,3,0,24,28,HCR,1,0,0,1,17,12,0.7058823529411765,68,582,39,459,29,123,4.0,34.23529411764706,27.0,6.294117647058823,0.7710280373831775,-0.06514568444200097,0.7524816924328722
2295,2016-03-11,HCR,ARM,home/away,ARM,HCR,3,31,0,30,85.0,2015-2016 Season,0,3,31,30,HCR,0,1,0,1,18,12,0.6666666666666666,68,613,42,489,26,124,3.7777777777777777,34.05555555555556,27.166666666666668,6.111111111111111,0.7363636363636363,-0.0696969696969697,0.7238572323105823
2320,2016-03-12,HCR,ARM,home/away,ARM,HCR,2,37,1,20,85.0,2015-2016 Season,1,2,37,20,HCR,0,1,0,1,19,12,0.631578947368421,69,650,44,509,25,141,3.6315789473684212,34.21052631578947,26.789473684210527,5.947368421052632,0.7212389380530974,-0.08965999068467634,0.7109153352247275
2390,2016-10-01,HCR,CAR,home/away,HCR,CAR,5,38,6,17,85.0,2016-2017 Season,6,5,38,17,HCR,1,0,0,1,1,1,1.0,6,38,5,17,1,21,6.0,38.0,17.0,11.0,0.5909090909090909,0.40909090909090906,0.5901639344262295
2495,2016-10-15,HCR,PRV,home/away,HCR,PRV,1,21,2,34,85.0,2016-2017 Season,2,1,21,34,HCR,1,0,0,1,2,2,1.0,8,59,6,51,2,8,4.0,29.5,25.5,7.0,0.6428571428571428,0.3571428571428572,0.64
2547,2016-10-22,HCR,BC,home/away,BC,HCR,6,26,1,35,85.0,2016-2017 Season,1,6,26,35,HCR,0,1,0,1,3,2,0.6666666666666666,9,85,12,86,-3,-1,3.0,28.333333333333332,28.666666666666668,7.0,0.35714285714285715,0.3095238095238095,0.36
2578,2016-10-28,HCR,BRN,home/away,HCR,BRN,0,32,3,23,85.0,2016-2017 Season,3,0,32,23,HCR,1,0,0,1,4,3,0.75,12,117,12,109,0,8,3.0,29.25,27.25,6.0,0.5,0.25,0.5
